x,y,z,mhh,mvv,mhv
0.714286,0,0.487805,3838.62,1628.7,1351.82
0.238095,0,0.487805,50.3159,-2506.01,-544.414
0,0.238095,0.97561,-2250.44,-2793.71,96.8127
0,0.714286,0.97561,-2462.01,-788.542,505.146
0,1.19048,0.97561,-714.482,8435.74,-660.346
0,1.66667,0.97561,-6225.6,-14985.1,498.646
0,2.14286,0.97561,1.90435,15524.8,-472.391
0,2.61905,0.97561,-7752.18,-14709.3,-419.96
0,3.09524,0.97561,-2612.91,6528.57,1077.22
0,3.57143,0.97561,-2226.57,288.078,-530.964
0,4.04762,0.97561,-5256.04,-8952.96,113.343
0,4.52381,0.97561,-1393.46,12740.7,-288.236
0,5,0.97561,-7284.63,-16390,1.94518e-09
0,5.47619,0.97561,-1393.46,12740.7,288.236
0,5.95238,0.97561,-5256.04,-8952.96,-113.343
0,6.42857,0.97561,-2226.57,288.078,530.964
0,6.90476,0.97561,-2612.91,6528.57,-1077.22
0,7.38095,0.97561,-7752.18,-14709.3,419.96
0,7.85714,0.97561,1.90435,15524.8,472.391
0,8.33333,0.97561,-6225.6,-14985.1,-498.646
0,8.80952,0.97561,-714.482,8435.74,660.346
0,9.28571,0.97561,-2462.01,-788.542,-505.146
0,9.7619,0.97561,-2250.44,-2793.71,-96.8127
0.238095,10,0.97561,-2250.44,-2793.71,96.8127
0.714286,10,0.97561,-2462.01,-788.542,505.146
1.19048,10,0.97561,-714.482,8435.74,-660.346
1.66667,10,0.97561,-6225.6,-14985.1,498.646
2.14286,10,0.97561,1.90435,15524.8,-472.391
2.61905,10,0.97561,-7752.18,-14709.3,-419.96
3.09524,10,0.97561,-2612.91,6528.57,1077.22
3.57143,10,0.97561,-2226.57,288.078,-530.964
4.04762,10,0.97561,-5256.04,-8952.96,113.343
4.52381,10,0.97561,-1393.46,12740.7,-288.236
5,10,0.97561,-7284.63,-16390,8.14111e-10
5.47619,10,0.97561,-1393.46,12740.7,288.236
5.95238,10,0.97561,-5256.04,-8952.96,-113.343
6.42857,10,0.97561,-2226.57,288.078,530.964
6.90476,10,0.97561,-2612.91,6528.57,-1077.22
7.38095,10,0.97561,-7752.18,-14709.3,419.96
7.85714,10,0.97561,1.90435,15524.8,472.391
8.33333,10,0.97561,-6225.6,-14985.1,-498.646
8.80952,10,0.97561,-714.482,8435.74,660.346
9.28571,10,0.97561,-2462.01,-788.542,-505.146
9.7619,10,0.97561,-2250.44,-2793.71,-96.8127
10,9.7619,0.97561,-2250.44,-2793.71,96.8127
10,9.28571,0.97561,-2462.01,-788.542,505.146
10,8.80952,0.97561,-714.482,8435.74,-660.346
10,8.33333,0.97561,-6225.6,-14985.1,498.646
10,7.85714,0.97561,1.90435,15524.8,-472.391
10,7.38095,0.97561,-7752.18,-14709.3,-419.96
10,6.90476,0.97561,-2612.91,6528.57,1077.22
10,6.42857,0.97561,-2226.57,288.078,-530.964
10,5.95238,0.97561,-5256.04,-8952.96,113.343
10,5.47619,0.97561,-1393.46,12740.7,-288.236
10,5,0.97561,-7284.63,-16390,2.08945e-09
10,4.52381,0.97561,-1393.46,12740.7,288.236
10,4.04762,0.97561,-5256.04,-8952.96,-113.343
10,3.57143,0.97561,-2226.57,288.078,530.964
10,3.09524,0.97561,-2612.91,6528.57,-1077.22
10,2.61905,0.97561,-7752.18,-14709.3,419.96
10,2.14286,0.97561,1.90435,15524.8,472.391
10,1.66667,0.97561,-6225.6,-14985.1,-498.646
10,1.19048,0.97561,-714.482,8435.74,660.346
10,0.714286,0.97561,-2462.01,-788.542,-505.146
10,0.238095,0.97561,-2250.44,-2793.71,-96.8127
9.7619,0,0.97561,-2250.44,-2793.71,96.8127
9.28571,0,0.97561,-2462.01,-788.542,505.146
8.80952,0,0.97561,-714.482,8435.74,-660.346
8.33333,0,0.97561,-6225.6,-14985.1,498.646
7.85714,0,0.97561,1.90435,15524.8,-472.391
7.38095,0,0.97561,-7752.18,-14709.3,-419.96
6.90476,0,0.97561,-2612.91,6528.57,1077.22
6.42857,0,0.97561,-2226.57,288.078,-530.964
5.95238,0,0.97561,-5256.04,-8952.96,113.343
5.47619,0,0.97561,-1393.46,12740.7,-288.236
5,0,0.97561,-7284.63,-16390,3.82454e-09
4.52381,0,0.97561,-1393.46,12740.7,288.236
4.04762,0,0.97561,-5256.04,-8952.96,-113.343
3.57143,0,0.97561,-2226.57,288.078,530.964
3.09524,0,0.97561,-2612.91,6528.57,-1077.22
2.61905,0,0.97561,-7752.18,-14709.3,419.96
2.14286,0,0.97561,1.90435,15524.8,472.391
1.66667,0,0.97561,-6225.6,-14985.1,-498.646
1.19048,0,0.97561,-714.482,8435.74,660.346
0.714286,0,0.97561,-2462.01,-788.542,-505.146
0.238095,0,0.97561,-2250.44,-2793.71,-96.8127
0,0.238095,1.46341,754.436,-2082.02,-379.516
0,0.714286,1.46341,628.846,-437.265,-281.113
0,1.19048,1.46341,2813.65,9142.57,339.939
0,1.66667,1.46341,-550.485,-13426.3,-300.513
0,2.14286,1.46341,4742.29,15544.3,328.298
0,2.61905,1.46341,2479.45,-11681.9,186.878
0,3.09524,1.46341,4364.39,8062.53,-637.572
0,3.57143,1.46341,734.279,1.11504,402.727
0,4.04762,1.46341,980.143,-7380.74,-225.742
0,4.52381,1.46341,5632.89,14400.1,307.461
0,5,1.46341,696.385,-15113.5,-1.29216e-09
0,5.47619,1.46341,5632.89,14400.1,-307.461
0,5.95238,1.46341,980.143,-7380.74,225.742
0,6.42857,1.46341,734.279,1.11504,-402.727
0,6.90476,1.46341,4364.39,8062.53,637.572
0,7.38095,1.46341,2479.45,-11681.9,-186.878
0,7.85714,1.46341,4742.29,15544.3,-328.298
0,8.33333,1.46341,-550.485,-13426.3,300.513
0,8.80952,1.46341,2813.65,9142.57,-339.939
0,9.28571,1.46341,628.846,-437.265,281.113
0,9.7619,1.46341,754.436,-2082.02,379.516
0.238095,10,1.46341,754.436,-2082.02,-379.516
0.714286,10,1.46341,628.846,-437.265,-281.113
1.19048,10,1.46341,2813.65,9142.57,339.939
1.66667,10,1.46341,-550.485,-13426.3,-300.513
2.14286,10,1.46341,4742.29,15544.3,328.298
2.61905,10,1.46341,2479.45,-11681.9,186.878
3.09524,10,1.46341,4364.39,8062.53,-637.572
3.57143,10,1.46341,734.279,1.11504,402.727
4.04762,10,1.46341,980.143,-7380.74,-225.742
4.52381,10,1.46341,5632.89,14400.1,307.461
5,10,1.46341,696.385,-15113.5,-3.39469e-10
5.47619,10,1.46341,5632.89,14400.1,-307.461
5.95238,10,1.46341,980.143,-7380.74,225.742
6.42857,10,1.46341,734.279,1.11504,-402.727
6.90476,10,1.46341,4364.39,8062.53,637.572
7.38095,10,1.46341,2479.45,-11681.9,-186.878
7.85714,10,1.46341,4742.29,15544.3,-328.298
8.33333,10,1.46341,-550.485,-13426.3,300.513
8.80952,10,1.46341,2813.65,9142.57,-339.939
9.28571,10,1.46341,628.846,-437.265,281.113
9.7619,10,1.46341,754.436,-2082.02,379.516
10,9.7619,1.46341,754.436,-2082.02,-379.516
10,9.28571,1.46341,628.846,-437.265,-281.113
10,8.80952,1.46341,2813.65,9142.57,339.939
10,8.33333,1.46341,-550.485,-13426.3,-300.513
10,7.85714,1.46341,4742.29,15544.3,328.298
10,7.38095,1.46341,2479.45,-11681.9,186.878
10,6.90476,1.46341,4364.39,8062.53,-637.572
10,6.42857,1.46341,734.279,1.11504,402.727
10,5.95238,1.46341,980.143,-7380.74,-225.742
10,5.47619,1.46341,5632.89,14400.1,307.461
10,5,1.46341,696.385,-15113.5,-5.40467e-10
10,4.52381,1.46341,5632.89,14400.1,-307.461
10,4.04762,1.46341,980.143,-7380.74,225.742
10,3.57143,1.46341,734.279,1.11504,-402.727
10,3.09524,1.46341,4364.39,8062.53,637.572
10,2.61905,1.46341,2479.45,-11681.9,-186.878
10,2.14286,1.46341,4742.29,15544.3,-328.298
10,1.66667,1.46341,-550.485,-13426.3,300.513
10,1.19048,1.46341,2813.65,9142.57,-339.939
10,0.714286,1.46341,628.846,-437.265,281.113
10,0.238095,1.46341,754.436,-2082.02,379.516
9.7619,0,1.46341,754.436,-2082.02,-379.516
9.28571,0,1.46341,628.846,-437.265,-281.113
8.80952,0,1.46341,2813.65,9142.57,339.939
8.33333,0,1.46341,-550.485,-13426.3,-300.513
7.85714,0,1.46341,4742.29,15544.3,328.298
7.38095,0,1.46341,2479.45,-11681.9,186.878
6.90476,0,1.46341,4364.39,8062.53,-637.572
6.42857,0,1.46341,734.279,1.11504,402.727
5.95238,0,1.46341,980.143,-7380.74,-225.742
5.47619,0,1.46341,5632.89,14400.1,307.461
5,0,1.46341,696.385,-15113.5,-2.42267e-09
4.52381,0,1.46341,5632.89,14400.1,-307.461
4.04762,0,1.46341,980.143,-7380.74,225.742
3.57143,0,1.46341,734.279,1.11504,-402.727
3.09524,0,1.46341,4364.39,8062.53,637.572
2.61905,0,1.46341,2479.45,-11681.9,-186.878
2.14286,0,1.46341,4742.29,15544.3,-328.298
1.66667,0,1.46341,-550.485,-13426.3,300.513
1.19048,0,1.46341,2813.65,9142.57,-339.939
0.714286,0,1.46341,628.846,-437.265,281.113
0.238095,0,1.46341,754.436,-2082.02,379.516
0,0.238095,1.95122,-233.112,-2470.33,1274.7
0,0.714286,1.95122,822.583,-894.786,-888.675
0,1.19048,1.95122,2792.33,11493,683.53
0,1.66667,1.95122,-3727.27,-17890.8,-245.014
0,2.14286,1.95122,3865.73,20176.8,-303.091
0,2.61905,1.95122,-7019.45,-17949.6,711.29
0,3.09524,1.95122,690.218,8862.49,-869.665
0,3.57143,1.95122,1309.49,1465.34,858.553
0,4.04762,1.95122,-2765.41,-10719.8,-602.176
0,4.52381,1.95122,2219.89,17089.4,235.511
0,5,1.95122,-6382.24,-20417.8,4.68845e-10
0,5.47619,1.95122,2219.89,17089.4,-235.511
0,5.95238,1.95122,-2765.41,-10719.8,602.176
0,6.42857,1.95122,1309.49,1465.34,-858.553
0,6.90476,1.95122,690.218,8862.49,869.665
0,7.38095,1.95122,-7019.45,-17949.6,-711.29
0,7.85714,1.95122,3865.73,20176.8,303.091
0,8.33333,1.95122,-3727.27,-17890.8,245.014
0,8.80952,1.95122,2792.33,11493,-683.53
0,9.28571,1.95122,822.583,-894.786,888.675
0,9.7619,1.95122,-233.112,-2470.33,-1274.7
0.238095,10,1.95122,-233.112,-2470.33,1274.7
0.714286,10,1.95122,822.583,-894.786,-888.675
1.19048,10,1.95122,2792.33,11493,683.53
1.66667,10,1.95122,-3727.27,-17890.8,-245.014
2.14286,10,1.95122,3865.73,20176.8,-303.091
2.61905,10,1.95122,-7019.45,-17949.6,711.29
3.09524,10,1.95122,690.218,8862.49,-869.665
3.57143,10,1.95122,1309.49,1465.34,858.553
4.04762,10,1.95122,-2765.41,-10719.8,-602.176
4.52381,10,1.95122,2219.89,17089.4,235.511
5,10,1.95122,-6382.24,-20417.8,1.69621e-10
5.47619,10,1.95122,2219.89,17089.4,-235.511
5.95238,10,1.95122,-2765.41,-10719.8,602.176
6.42857,10,1.95122,1309.49,1465.34,-858.553
6.90476,10,1.95122,690.218,8862.49,869.665
7.38095,10,1.95122,-7019.45,-17949.6,-711.29
7.85714,10,1.95122,3865.73,20176.8,303.091
8.33333,10,1.95122,-3727.27,-17890.8,245.014
8.80952,10,1.95122,2792.33,11493,-683.53
9.28571,10,1.95122,822.583,-894.786,888.675
9.7619,10,1.95122,-233.112,-2470.33,-1274.7
10,9.7619,1.95122,-233.112,-2470.33,1274.7
10,9.28571,1.95122,822.583,-894.786,-888.675
10,8.80952,1.95122,2792.33,11493,683.53
10,8.33333,1.95122,-3727.27,-17890.8,-245.014
10,7.85714,1.95122,3865.73,20176.8,-303.091
10,7.38095,1.95122,-7019.45,-17949.6,711.29
10,6.90476,1.95122,690.218,8862.49,-869.665
10,6.42857,1.95122,1309.49,1465.34,858.553
10,5.95238,1.95122,-2765.41,-10719.8,-602.176
10,5.47619,1.95122,2219.89,17089.4,235.511
10,5,1.95122,-6382.24,-20417.8,-3.7835e-10
10,4.52381,1.95122,2219.89,17089.4,-235.511
10,4.04762,1.95122,-2765.41,-10719.8,602.176
10,3.57143,1.95122,1309.49,1465.34,-858.553
10,3.09524,1.95122,690.218,8862.49,869.665
10,2.61905,1.95122,-7019.45,-17949.6,-711.29
10,2.14286,1.95122,3865.73,20176.8,303.091
10,1.66667,1.95122,-3727.27,-17890.8,245.014
10,1.19048,1.95122,2792.33,11493,-683.53
10,0.714286,1.95122,822.583,-894.786,888.675
10,0.238095,1.95122,-233.112,-2470.33,-1274.7
9.7619,0,1.95122,-233.112,-2470.33,1274.7
9.28571,0,1.95122,822.583,-894.786,-888.675
8.80952,0,1.95122,2792.33,11493,683.53
8.33333,0,1.95122,-3727.27,-17890.8,-245.014
7.85714,0,1.95122,3865.73,20176.8,-303.091
7.38095,0,1.95122,-7019.45,-17949.6,711.29
6.90476,0,1.95122,690.218,8862.49,-869.665
6.42857,0,1.95122,1309.49,1465.34,858.553
5.95238,0,1.95122,-2765.41,-10719.8,-602.176
5.47619,0,1.95122,2219.89,17089.4,235.511
5,0,1.95122,-6382.24,-20417.8,7.21229e-10
4.52381,0,1.95122,2219.89,17089.4,-235.511
4.04762,0,1.95122,-2765.41,-10719.8,602.176
3.57143,0,1.95122,1309.49,1465.34,-858.553
3.09524,0,1.95122,690.218,8862.49,869.665
2.61905,0,1.95122,-7019.45,-17949.6,-711.29
2.14286,0,1.95122,3865.73,20176.8,303.091
1.66667,0,1.95122,-3727.27,-17890.8,245.014
1.19048,0,1.95122,2792.33,11493,-683.53
0.714286,0,1.95122,822.583,-894.786,888.675
0.238095,0,1.95122,-233.112,-2470.33,-1274.7
0,0.238095,2.43902,-3857.77,-2948.69,-1353.27
0,0.714286,2.43902,-3280.41,-1786.47,1315.5
0,1.19048,2.43902,1024.63,10252.1,-1106.81
0,1.66667,2.43902,-6491.65,-16643.4,554.67
0,2.14286,2.43902,3508.16,17247.4,126.959
0,2.61905,2.43902,-2580.35,-14051.8,-1139.95
0,3.09524,2.43902,1338,7982.68,1741.23
0,3.57143,2.43902,-2508.2,-319.408,-1480.47
0,4.04762,2.43902,-4047.4,-9403.49,938.569
0,4.52381,2.43902,3692.74,15382.6,-524.324
0,5,2.43902,-4472.96,-17598.7,1.49157e-10
0,5.47619,2.43902,3692.74,15382.6,524.324
0,5.95238,2.43902,-4047.4,-9403.49,-938.569
0,6.42857,2.43902,-2508.2,-319.408,1480.47
0,6.90476,2.43902,1338,7982.68,-1741.23
0,7.38095,2.43902,-2580.35,-14051.8,1139.95
0,7.85714,2.43902,3508.16,17247.4,-126.959
0,8.33333,2.43902,-6491.65,-16643.4,-554.67
0,8.80952,2.43902,1024.63,10252.1,1106.81
0,9.28571,2.43902,-3280.41,-1786.47,-1315.5
0,9.7619,2.43902,-3857.77,-2948.69,1353.27
0.238095,10,2.43902,-3857.77,-2948.69,-1353.27
0.714286,10,2.43902,-3280.41,-1786.47,1315.5
1.19048,10,2.43902,1024.63,10252.1,-1106.81
1.66667,10,2.43902,-6491.65,-16643.4,554.67
2.14286,10,2.43902,3508.16,17247.4,126.959
2.61905,10,2.43902,-2580.35,-14051.8,-1139.95
3.09524,10,2.43902,1338,7982.68,1741.23
3.57143,10,2.43902,-2508.2,-319.408,-1480.47
4.04762,10,2.43902,-4047.4,-9403.49,938.569
4.52381,10,2.43902,3692.74,15382.6,-524.324
5,10,2.43902,-4472.96,-17598.7,-2.99679e-10
5.47619,10,2.43902,3692.74,15382.6,524.324
5.95238,10,2.43902,-4047.4,-9403.49,-938.569
6.42857,10,2.43902,-2508.2,-319.408,1480.47
6.90476,10,2.43902,1338,7982.68,-1741.23
7.38095,10,2.43902,-2580.35,-14051.8,1139.95
7.85714,10,2.43902,3508.16,17247.4,-126.959
8.33333,10,2.43902,-6491.65,-16643.4,-554.67
8.80952,10,2.43902,1024.63,10252.1,1106.81
9.28571,10,2.43902,-3280.41,-1786.47,-1315.5
9.7619,10,2.43902,-3857.77,-2948.69,1353.27
10,9.7619,2.43902,-3857.77,-2948.69,-1353.27
10,9.28571,2.43902,-3280.41,-1786.47,1315.5
10,8.80952,2.43902,1024.63,10252.1,-1106.81
10,8.33333,2.43902,-6491.65,-16643.4,554.67
10,7.85714,2.43902,3508.16,17247.4,126.959
10,7.38095,2.43902,-2580.35,-14051.8,-1139.95
10,6.90476,2.43902,1338,7982.68,1741.23
10,6.42857,2.43902,-2508.2,-319.408,-1480.47
10,5.95238,2.43902,-4047.4,-9403.49,938.569
10,5.47619,2.43902,3692.74,15382.6,-524.324
10,5,2.43902,-4472.96,-17598.7,7.23276e-10
10,4.52381,2.43902,3692.74,15382.6,524.324
10,4.04762,2.43902,-4047.4,-9403.49,-938.569
10,3.57143,2.43902,-2508.2,-319.408,1480.47
10,3.09524,2.43902,1338,7982.68,-1741.23
10,2.61905,2.43902,-2580.35,-14051.8,1139.95
10,2.14286,2.43902,3508.16,17247.4,-126.959
10,1.66667,2.43902,-6491.65,-16643.4,-554.67
10,1.19048,2.43902,1024.63,10252.1,1106.81
10,0.714286,2.43902,-3280.41,-1786.47,-1315.5
10,0.238095,2.43902,-3857.77,-2948.69,1353.27
9.7619,0,2.43902,-3857.77,-2948.69,-1353.27
9.28571,0,2.43902,-3280.41,-1786.47,1315.5
8.80952,0,2.43902,1024.63,10252.1,-1106.81
8.33333,0,2.43902,-6491.65,-16643.4,554.67
7.85714,0,2.43902,3508.16,17247.4,126.959
7.38095,0,2.43902,-2580.35,-14051.8,-1139.95
6.90476,0,2.43902,1338,7982.68,1741.23
6.42857,0,2.43902,-2508.2,-319.408,-1480.47
5.95238,0,2.43902,-4047.4,-9403.49,938.569
5.47619,0,2.43902,3692.74,15382.6,-524.324
5,0,2.43902,-4472.96,-17598.7,1.12618e-09
4.52381,0,2.43902,3692.74,15382.6,524.324
4.04762,0,2.43902,-4047.4,-9403.49,-938.569
3.57143,0,2.43902,-2508.2,-319.408,1480.47
3.09524,0,2.43902,1338,7982.68,-1741.23
2.61905,0,2.43902,-2580.35,-14051.8,1139.95
2.14286,0,2.43902,3508.16,17247.4,-126.959
1.66667,0,2.43902,-6491.65,-16643.4,-554.67
1.19048,0,2.43902,1024.63,10252.1,1106.81
0.714286,0,2.43902,-3280.41,-1786.47,-1315.5
0.238095,0,2.43902,-3857.77,-2948.69,1353.27
0,0.238095,2.92683,2497.35,-1716.08,-1515.47
0,0.714286,2.92683,4373.95,3354.27,2435.68
0,1.19048,2.92683,2728.15,1286.07,-1435.07
0,1.66667,2.92683,3787.48,-2295.04,420.684
0,2.14286,2.92683,2641.17,5216.04,750.745
0,2.61905,2.92683,825.64,-4677.89,-1009.7
0,3.09524,2.92683,2856.05,3656.44,1182.74
0,3.57143,2.92683,3555.83,250.144,-1903.48
0,4.04762,2.92683,3424.84,-1238.12,1999.5
0,4.52381,2.92683,2292.84,4309.08,-1034.22
0,5,2.92683,1527.76,-4390.94,-1.13482e-09
0,5.47619,2.92683,2292.84,4309.08,1034.22
0,5.95238,2.92683,3424.84,-1238.12,-1999.5
