x,y,z,mhh,mvv,mhv
0,6.42857,2.92683,3555.83,250.144,1903.48
0,6.90476,2.92683,2856.05,3656.44,-1182.74
0,7.38095,2.92683,825.64,-4677.89,1009.7
0,7.85714,2.92683,2641.17,5216.04,-750.745
0,8.33333,2.92683,3787.48,-2295.04,-420.684
0,8.80952,2.92683,2728.15,1286.07,1435.07
0,9.28571,2.92683,4373.95,3354.27,-2435.68
0,9.7619,2.92683,2497.35,-1716.08,1515.47
0.238095,10,2.92683,2497.35,-1716.08,-1515.47
0.714286,10,2.92683,4373.95,3354.27,2435.68
1.19048,10,2.92683,2728.15,1286.07,-1435.07
1.66667,10,2.92683,3787.48,-2295.04,420.684
2.14286,10,2.92683,2641.17,5216.04,750.745
2.61905,10,2.92683,825.64,-4677.89,-1009.7
3.09524,10,2.92683,2856.05,3656.44,1182.74
3.57143,10,2.92683,3555.83,250.144,-1903.48
4.04762,10,2.92683,3424.84,-1238.12,1999.5
4.52381,10,2.92683,2292.84,4309.08,-1034.22
5,10,2.92683,1527.76,-4390.94,-2.26919e-10
5.47619,10,2.92683,2292.84,4309.08,1034.22
5.95238,10,2.92683,3424.84,-1238.12,-1999.5
6.42857,10,2.92683,3555.83,250.144,1903.48
6.90476,10,2.92683,2856.05,3656.44,-1182.74
7.38095,10,2.92683,825.64,-4677.89,1009.7
7.85714,10,2.92683,2641.17,5216.04,-750.745
8.33333,10,2.92683,3787.48,-2295.04,-420.684
8.80952,10,2.92683,2728.15,1286.07,1435.07
9.28571,10,2.92683,4373.95,3354.27,-2435.68
9.7619,10,2.92683,2497.35,-1716.08,1515.47
10,9.7619,2.92683,2497.35,-1716.08,-1515.47
10,9.28571,2.92683,4373.95,3354.27,2435.68
10,8.80952,2.92683,2728.15,1286.07,-1435.07
10,8.33333,2.92683,3787.48,-2295.04,420.684
10,7.85714,2.92683,2641.17,5216.04,750.745
10,7.38095,2.92683,825.64,-4677.89,-1009.7
10,6.90476,2.92683,2856.05,3656.44,1182.74
10,6.42857,2.92683,3555.83,250.144,-1903.48
10,5.95238,2.92683,3424.84,-1238.12,1999.5
10,5.47619,2.92683,2292.84,4309.08,-1034.22
10,5,2.92683,1527.76,-4390.94,-1.22009e-09
10,4.52381,2.92683,2292.84,4309.08,1034.22
10,4.04762,2.92683,3424.84,-1238.12,-1999.5
10,3.57143,2.92683,3555.83,250.144,1903.48
10,3.09524,2.92683,2856.05,3656.44,-1182.74
10,2.61905,2.92683,825.64,-4677.89,1009.7
10,2.14286,2.92683,2641.17,5216.04,-750.745
10,1.66667,2.92683,3787.48,-2295.04,-420.684
10,1.19048,2.92683,2728.15,1286.07,1435.07
10,0.714286,2.92683,4373.95,3354.27,-2435.68
10,0.238095,2.92683,2497.35,-1716.08,1515.47
9.7619,0,2.92683,2497.35,-1716.08,-1515.47
9.28571,0,2.92683,4373.95,3354.27,2435.68
8.80952,0,2.92683,2728.15,1286.07,-1435.07
8.33333,0,2.92683,3787.48,-2295.04,420.684
7.85714,0,2.92683,2641.17,5216.04,750.745
7.38095,0,2.92683,825.64,-4677.89,-1009.7
6.90476,0,2.92683,2856.05,3656.44,1182.74
6.42857,0,2.92683,3555.83,250.144,-1903.48
5.95238,0,2.92683,3424.84,-1238.12,1999.5
5.47619,0,2.92683,2292.84,4309.08,-1034.22
5,0,2.92683,1527.76,-4390.94,-2.94699e-09
4.52381,0,2.92683,2292.84,4309.08,1034.22
4.04762,0,2.92683,3424.84,-1238.12,-1999.5
3.57143,0,2.92683,3555.83,250.144,1903.48
3.09524,0,2.92683,2856.05,3656.44,-1182.74
2.61905,0,2.92683,825.64,-4677.89,1009.7
2.14286,0,2.92683,2641.17,5216.04,-750.745
1.66667,0,2.92683,3787.48,-2295.04,-420.684
1.19048,0,2.92683,2728.15,1286.07,1435.07
0.714286,0,2.92683,4373.95,3354.27,-2435.68
0.238095,0,2.92683,2497.35,-1716.08,1515.47
0,0.238095,3.41463,326.75,-1236.85,1349.73
0,0.714286,3.41463,-2764.28,1324.17,-1516.84
0,1.19048,3.41463,-4926.11,-1605.64,687.78
0,1.66667,3.41463,-3009.76,-1100.09,65.7586
0,2.14286,3.41463,-4363.86,427.178,-904.905
0,2.61905,3.41463,-2522.95,-1983.28,599.573
0,3.09524,3.41463,-3959.27,453.843,-303.23
0,3.57143,3.41463,-4293.94,-1442.91,995.913
0,4.04762,3.41463,-3709.06,-1042.77,-1227.2
0,4.52381,3.41463,-4523.92,-67.7969,489.287
0,5,3.41463,-1995.91,-1349.43,2.26783e-09
0,5.47619,3.41463,-4523.92,-67.7969,-489.287
0,5.95238,3.41463,-3709.06,-1042.77,1227.2
0,6.42857,3.41463,-4293.94,-1442.91,-995.913
0,6.90476,3.41463,-3959.27,453.843,303.23
0,7.38095,3.41463,-2522.95,-1983.28,-599.573
0,7.85714,3.41463,-4363.86,427.178,904.905
0,8.33333,3.41463,-3009.76,-1100.09,-65.7586
0,8.80952,3.41463,-4926.11,-1605.64,-687.78
0,9.28571,3.41463,-2764.28,1324.17,1516.84
0,9.7619,3.41463,326.75,-1236.85,-1349.73
0.238095,10,3.41463,326.75,-1236.85,1349.73
0.714286,10,3.41463,-2764.28,1324.17,-1516.84
1.19048,10,3.41463,-4926.11,-1605.64,687.78
1.66667,10,3.41463,-3009.76,-1100.09,65.7586
2.14286,10,3.41463,-4363.86,427.178,-904.905
2.61905,10,3.41463,-2522.95,-1983.28,599.573
3.09524,10,3.41463,-3959.27,453.843,-303.23
3.57143,10,3.41463,-4293.94,-1442.91,995.913
4.04762,10,3.41463,-3709.06,-1042.77,-1227.2
4.52381,10,3.41463,-4523.92,-67.7969,489.287
5,10,3.41463,-1995.91,-1349.43,1.34423e-09
5.47619,10,3.41463,-4523.92,-67.7969,-489.287
5.95238,10,3.41463,-3709.06,-1042.77,1227.2
6.42857,10,3.41463,-4293.94,-1442.91,-995.913
6.90476,10,3.41463,-3959.27,453.843,303.23
7.38095,10,3.41463,-2522.95,-1983.28,-599.573
7.85714,10,3.41463,-4363.86,427.178,904.905
8.33333,10,3.41463,-3009.76,-1100.09,-65.7586
8.80952,10,3.41463,-4926.11,-1605.64,-687.78
9.28571,10,3.41463,-2764.28,1324.17,1516.84
9.7619,10,3.41463,326.75,-1236.85,-1349.73
10,9.7619,3.41463,326.75,-1236.85,1349.73
10,9.28571,3.41463,-2764.28,1324.17,-1516.84
10,8.80952,3.41463,-4926.11,-1605.64,687.78
10,8.33333,3.41463,-3009.76,-1100.09,65.7586
10,7.85714,3.41463,-4363.86,427.178,-904.905
10,7.38095,3.41463,-2522.95,-1983.28,599.573
10,6.90476,3.41463,-3959.27,453.843,-303.23
10,6.42857,3.41463,-4293.94,-1442.91,995.913
10,5.95238,3.41463,-3709.06,-1042.77,-1227.2
10,5.47619,3.41463,-4523.92,-67.7969,489.287
10,5,3.41463,-1995.91,-1349.43,2.08729e-09
10,4.52381,3.41463,-4523.92,-67.7969,-489.287
10,4.04762,3.41463,-3709.06,-1042.77,1227.2
10,3.57143,3.41463,-4293.94,-1442.91,-995.913
10,3.09524,3.41463,-3959.27,453.843,303.23
10,2.61905,3.41463,-2522.95,-1983.28,-599.573
10,2.14286,3.41463,-4363.86,427.178,904.905
10,1.66667,3.41463,-3009.76,-1100.09,-65.7586
10,1.19048,3.41463,-4926.11,-1605.64,-687.78
10,0.714286,3.41463,-2764.28,1324.17,1516.84
10,0.238095,3.41463,326.75,-1236.85,-1349.73
9.7619,0,3.41463,326.75,-1236.85,1349.73
9.28571,0,3.41463,-2764.28,1324.17,-1516.84
8.80952,0,3.41463,-4926.11,-1605.64,687.78
8.33333,0,3.41463,-3009.76,-1100.09,65.7586
7.85714,0,3.41463,-4363.86,427.178,-904.905
7.38095,0,3.41463,-2522.95,-1983.28,599.573
6.90476,0,3.41463,-3959.27,453.843,-303.23
6.42857,0,3.41463,-4293.94,-1442.91,995.913
5.95238,0,3.41463,-3709.06,-1042.77,-1227.2
5.47619,0,3.41463,-4523.92,-67.7969,489.287
5,0,3.41463,-1995.91,-1349.43,3.83352e-09
4.52381,0,3.41463,-4523.92,-67.7969,-489.287
4.04762,0,3.41463,-3709.06,-1042.77,1227.2
3.57143,0,3.41463,-4293.94,-1442.91,-995.913
3.09524,0,3.41463,-3959.27,453.843,303.23
2.61905,0,3.41463,-2522.95,-1983.28,-599.573
2.14286,0,3.41463,-4363.86,427.178,904.905
1.66667,0,3.41463,-3009.76,-1100.09,-65.7586
1.19048,0,3.41463,-4926.11,-1605.64,-687.78
0.714286,0,3.41463,-2764.28,1324.17,1516.84
0.238095,0,3.41463,326.75,-1236.85,-1349.73
0,0.238095,3.90244,-1250.85,-2298.22,266.458
0,0.714286,3.90244,2398.45,1077.34,-1028.53
0,1.19048,3.90244,5769.32,6100.56,1106.99
0,1.66667,3.90244,972.795,-7955.98,-842.514
0,2.14286,3.90244,6369.25,10446.2,551.362
0,2.61905,3.90244,2172.1,-7407.98,777.587
0,3.09524,3.90244,5302.39,5698.33,-1799.66
0,3.57143,3.90244,3616.71,528.099,1325.7
0,4.04762,3.90244,2865.51,-3904.82,-799.806
0,4.52381,3.90244,6640.73,9393.37,732.688
0,5,3.90244,846.651,-9241.9,-2.65317e-09
0,5.47619,3.90244,6640.73,9393.37,-732.688
0,5.95238,3.90244,2865.51,-3904.82,799.806
0,6.42857,3.90244,3616.71,528.099,-1325.7
0,6.90476,3.90244,5302.39,5698.33,1799.66
0,7.38095,3.90244,2172.1,-7407.98,-777.587
0,7.85714,3.90244,6369.25,10446.2,-551.362
0,8.33333,3.90244,972.795,-7955.98,842.514
0,8.80952,3.90244,5769.32,6100.56,-1106.99
0,9.28571,3.90244,2398.45,1077.34,1028.53
0,9.7619,3.90244,-1250.85,-2298.22,-266.458
0.238095,10,3.90244,-1250.85,-2298.22,266.458
0.714286,10,3.90244,2398.45,1077.34,-1028.53
1.19048,10,3.90244,5769.32,6100.56,1106.99
1.66667,10,3.90244,972.795,-7955.98,-842.514
2.14286,10,3.90244,6369.25,10446.2,551.362
2.61905,10,3.90244,2172.1,-7407.98,777.587
3.09524,10,3.90244,5302.39,5698.33,-1799.66
3.57143,10,3.90244,3616.71,528.099,1325.7
4.04762,10,3.90244,2865.51,-3904.82,-799.806
4.52381,10,3.90244,6640.73,9393.37,732.688
5,10,3.90244,846.651,-9241.9,-1.56717e-09
5.47619,10,3.90244,6640.73,9393.37,-732.688
5.95238,10,3.90244,2865.51,-3904.82,799.806
6.42857,10,3.90244,3616.71,528.099,-1325.7
6.90476,10,3.90244,5302.39,5698.33,1799.66
7.38095,10,3.90244,2172.1,-7407.98,-777.587
7.85714,10,3.90244,6369.25,10446.2,-551.362
8.33333,10,3.90244,972.795,-7955.98,842.514
8.80952,10,3.90244,5769.32,6100.56,-1106.99
9.28571,10,3.90244,2398.45,1077.34,1028.53
9.7619,10,3.90244,-1250.85,-2298.22,-266.458
10,9.7619,3.90244,-1250.85,-2298.22,266.458
10,9.28571,3.90244,2398.45,1077.34,-1028.53
10,8.80952,3.90244,5769.32,6100.56,1106.99
10,8.33333,3.90244,972.795,-7955.98,-842.514
10,7.85714,3.90244,6369.25,10446.2,551.362
10,7.38095,3.90244,2172.1,-7407.98,777.587
10,6.90476,3.90244,5302.39,5698.33,-1799.66
10,6.42857,3.90244,3616.71,528.099,1325.7
10,5.95238,3.90244,2865.51,-3904.82,-799.806
10,5.47619,3.90244,6640.73,9393.37,732.688
10,5,3.90244,846.651,-9241.9,-2.63026e-09
10,4.52381,3.90244,6640.73,9393.37,-732.688
10,4.04762,3.90244,2865.51,-3904.82,799.806
10,3.57143,3.90244,3616.71,528.099,-1325.7
10,3.09524,3.90244,5302.39,5698.33,1799.66
10,2.61905,3.90244,2172.1,-7407.98,-777.587
10,2.14286,3.90244,6369.25,10446.2,-551.362
10,1.66667,3.90244,972.795,-7955.98,842.514
10,1.19048,3.90244,5769.32,6100.56,-1106.99
10,0.714286,3.90244,2398.45,1077.34,1028.53
10,0.238095,3.90244,-1250.85,-2298.22,-266.458
9.7619,0,3.90244,-1250.85,-2298.22,266.458
9.28571,0,3.90244,2398.45,1077.34,-1028.53
8.80952,0,3.90244,5769.32,6100.56,1106.99
8.33333,0,3.90244,972.795,-7955.98,-842.514
7.85714,0,3.90244,6369.25,10446.2,551.362
7.38095,0,3.90244,2172.1,-7407.98,777.587
6.90476,0,3.90244,5302.39,5698.33,-1799.66
6.42857,0,3.90244,3616.71,528.099,1325.7
5.95238,0,3.90244,2865.51,-3904.82,-799.806
5.47619,0,3.90244,6640.73,9393.37,732.688
5,0,3.90244,846.651,-9241.9,-4.04737e-09
4.52381,0,3.90244,6640.73,9393.37,-732.688
4.04762,0,3.90244,2865.51,-3904.82,799.806
3.57143,0,3.90244,3616.71,528.099,-1325.7
3.09524,0,3.90244,5302.39,5698.33,1799.66
2.61905,0,3.90244,2172.1,-7407.98,-777.587
2.14286,0,3.90244,6369.25,10446.2,-551.362
1.66667,0,3.90244,972.795,-7955.98,842.514
1.19048,0,3.90244,5769.32,6100.56,-1106.99
0.714286,0,3.90244,2398.45,1077.34,1028.53
0.238095,0,3.90244,-1250.85,-2298.22,-266.458
0,0.238095,4.39024,-585.728,-2066.01,-234.513
0,0.714286,4.39024,-893.886,554.164,976.264
0,1.19048,4.39024,-2080.17,4438.75,-860.379
0,1.66667,4.39024,-4461.35,-9832.92,532.38
0,2.14286,4.39024,-207.975,10917.4,-342.769
0,2.61905,4.39024,-7206.16,-11277.4,-604.778
0,3.09524,4.39024,-2017.32,5129.82,1344.71
0,3.57143,4.39024,-2195.98,-194.1,-927.458
0,4.04762,4.39024,-4672.25,-6481.33,586.052
0,4.52381,4.39024,-1480.31,9008.47,-628.304
0,5,4.39024,-6197.58,-11953.8,2.3972e-09
0,5.47619,4.39024,-1480.31,9008.47,628.304
0,5.95238,4.39024,-4672.25,-6481.33,-586.052
0,6.42857,4.39024,-2195.98,-194.1,927.458
0,6.90476,4.39024,-2017.32,5129.82,-1344.71
0,7.38095,4.39024,-7206.16,-11277.4,604.778
0,7.85714,4.39024,-207.975,10917.4,342.769
0,8.33333,4.39024,-4461.35,-9832.92,-532.38
0,8.80952,4.39024,-2080.17,4438.75,860.379
0,9.28571,4.39024,-893.886,554.164,-976.264
0,9.7619,4.39024,-585.728,-2066.01,234.513
0.238095,10,4.39024,-585.728,-2066.01,-234.513
0.714286,10,4.39024,-893.886,554.164,976.264
1.19048,10,4.39024,-2080.17,4438.75,-860.379
1.66667,10,4.39024,-4461.35,-9832.92,532.38
2.14286,10,4.39024,-207.975,10917.4,-342.769
2.61905,10,4.39024,-7206.16,-11277.4,-604.778
3.09524,10,4.39024,-2017.32,5129.82,1344.71
3.57143,10,4.39024,-2195.98,-194.1,-927.458
4.04762,10,4.39024,-4672.25,-6481.33,586.052
4.52381,10,4.39024,-1480.31,9008.47,-628.304
5,10,4.39024,-6197.58,-11953.8,1.11106e-09
5.47619,10,4.39024,-1480.31,9008.47,628.304
5.95238,10,4.39024,-4672.25,-6481.33,-586.052
6.42857,10,4.39024,-2195.98,-194.1,927.458
6.90476,10,4.39024,-2017.32,5129.82,-1344.71
7.38095,10,4.39024,-7206.16,-11277.4,604.778
7.85714,10,4.39024,-207.975,10917.4,342.769
8.33333,10,4.39024,-4461.35,-9832.92,-532.38
8.80952,10,4.39024,-2080.17,4438.75,860.379
9.28571,10,4.39024,-893.886,554.164,-976.264
9.7619,10,4.39024,-585.728,-2066.01,234.513
10,9.7619,4.39024,-585.728,-2066.01,-234.513
10,9.28571,4.39024,-893.886,554.164,976.264
10,8.80952,4.39024,-2080.17,4438.75,-860.379
10,8.33333,4.39024,-4461.35,-9832.92,532.38
10,7.85714,4.39024,-207.975,10917.4,-342.769
10,7.38095,4.39024,-7206.16,-11277.4,-604.778
10,6.90476,4.39024,-2017.32,5129.82,1344.71
10,6.42857,4.39024,-2195.98,-194.1,-927.458
10,5.95238,4.39024,-4672.25,-6481.33,586.052
10,5.47619,4.39024,-1480.31,9008.47,-628.304
10,5,4.39024,-6197.58,-11953.8,2.32535e-09
10,4.52381,4.39024,-1480.31,9008.47,628.304
10,4.04762,4.39024,-4672.25,-6481.33,-586.052
10,3.57143,4.39024,-2195.98,-194.1,927.458
10,3.09524,4.39024,-2017.32,5129.82,-1344.71
10,2.61905,4.39024,-7206.16,-11277.4,604.778
10,2.14286,4.39024,-207.975,10917.4,342.769
10,1.66667,4.39024,-4461.35,-9832.92,-532.38
10,1.19048,4.39024,-2080.17,4438.75,860.379
10,0.714286,4.39024,-893.886,554.164,-976.264
10,0.238095,4.39024,-585.728,-2066.01,234.513
9.7619,0,4.39024,-585.728,-2066.01,-234.513
9.28571,0,4.39024,-893.886,554.164,976.264
8.80952,0,4.39024,-2080.17,4438.75,-860.379
8.33333,0,4.39024,-4461.35,-9832.92,532.38
7.85714,0,4.39024,-207.975,10917.4,-342.769
7.38095,0,4.39024,-7206.16,-11277.4,-604.778
6.90476,0,4.39024,-2017.32,5129.82,1344.71
6.42857,0,4.39024,-2195.98,-194.1,-927.458
5.95238,0,4.39024,-4672.25,-6481.33,586.052
5.47619,0,4.39024,-1480.31,9008.47,-628.304
5,0,4.39024,-6197.58,-11953.8,3.08614e-09
4.52381,0,4.39024,-1480.31,9008.47,628.304
4.04762,0,4.39024,-4672.25,-6481.33,-586.052
3.57143,0,4.39024,-2195.98,-194.1,927.458
3.09524,0,4.39024,-2017.32,5129.82,-1344.71
2.61905,0,4.39024,-7206.16,-11277.4,604.778
2.14286,0,4.39024,-207.975,10917.4,342.769
1.66667,0,4.39024,-4461.35,-9832.92,-532.38
1.19048,0,4.39024,-2080.17,4438.75,860.379
0.714286,0,4.39024,-893.886,554.164,-976.264
0.238095,0,4.39024,-585.728,-2066.01,234.513
0,0.238095,4.87805,292.733,-1616.43,65.8142
0,0.714286,4.87805,-396.907,-335.247,-846.758
0,1.19048,4.87805,2046.32,6152.71,357.553
0,1.66667,4.87805,-117.795,-8621.07,14.2503
0,2.14286,4.87805,2234.19,9484.8,-46.9448
0,2.61905,4.87805,3472.15,-6578.79,358.853
0,3.09524,4.87805,2454.85,4817.08,-597.121
0,3.57143,4.87805,231.99,-144.818,267.909
0,4.04762,4.87805,1266.42,-4309.67,-176.117
0,4.52381,4.87805,3173.51,8723.18,356.054
0,5,4.87805,1887.6,-8902.97,-2.00316e-09
0,5.47619,4.87805,3173.51,8723.18,-356.054
0,5.95238,4.87805,1266.42,-4309.67,176.117
0,6.42857,4.87805,231.99,-144.818,-267.909
0,6.90476,4.87805,2454.85,4817.08,597.121
0,7.38095,4.87805,3472.15,-6578.79,-358.853
0,7.85714,4.87805,2234.19,9484.8,46.9448
0,8.33333,4.87805,-117.795,-8621.07,-14.2503
0,8.80952,4.87805,2046.32,6152.71,-357.553
0,9.28571,4.87805,-396.907,-335.247,846.758
0,9.7619,4.87805,292.733,-1616.43,-65.8142
0.238095,10,4.87805,292.733,-1616.43,65.8142
0.714286,10,4.87805,-396.907,-335.247,-846.758
1.19048,10,4.87805,2046.32,6152.71,357.553
1.66667,10,4.87805,-117.795,-8621.07,14.2503
2.14286,10,4.87805,2234.19,9484.8,-46.9448
2.61905,10,4.87805,3472.15,-6578.79,358.853
3.09524,10,4.87805,2454.85,4817.08,-597.121
3.57143,10,4.87805,231.99,-144.818,267.909
4.04762,10,4.87805,1266.42,-4309.67,-176.117
4.52381,10,4.87805,3173.51,8723.18,356.054
5,10,4.87805,1887.6,-8902.97,-6.33463e-10
5.47619,10,4.87805,3173.51,8723.18,-356.054
5.95238,10,4.87805,1266.42,-4309.67,176.117
6.42857,10,4.87805,231.99,-144.818,-267.909
6.90476,10,4.87805,2454.85,4817.08,597.121
7.38095,10,4.87805,3472.15,-6578.79,-358.853
7.85714,10,4.87805,2234.19,9484.8,46.9448
8.33333,10,4.87805,-117.795,-8621.07,-14.2503
8.80952,10,4.87805,2046.32,6152.71,-357.553
9.28571,10,4.87805,-396.907,-335.247,846.758
9.7619,10,4.87805,292.733,-1616.43,-65.8142
10,9.7619,4.87805,292.733,-1616.43,65.8142
10,9.28571,4.87805,-396.907,-335.247,-846.758
10,8.80952,4.87805,2046.32,6152.71,357.553
10,8.33333,4.87805,-117.795,-8621.07,14.2503
10,7.85714,4.87805,2234.19,9484.8,-46.9448
10,7.38095,4.87805,3472.15,-6578.79,358.853
10,6.90476,4.87805,2454.85,4817.08,-597.121
10,6.42857,4.87805,231.99,-144.818,267.909
10,5.95238,4.87805,1266.42,-4309.67,-176.117
10,5.47619,4.87805,3173.51,8723.18,356.054
10,5,4.87805,1887.6,-8902.97,-1.81285e-09
10,4.52381,4.87805,3173.51,8723.18,-356.054
10,4.04762,4.87805,1266.42,-4309.67,176.117
10,3.57143,4.87805,231.99,-144.818,-267.909
10,3.09524,4.87805,2454.85,4817.08,597.121
10,2.61905,4.87805,3472.15,-6578.79,-358.853
10,2.14286,4.87805,2234.19,9484.8,46.9448
10,1.66667,4.87805,-117.795,-8621.07,-14.2503
10,1.19048,4.87805,2046.32,6152.71,-357.553
10,0.714286,4.87805,-396.907,-335.247,846.758
10,0.238095,4.87805,292.733,-1616.43,-65.8142
9.7619,0,4.87805,292.733,-1616.43,65.8142
9.28571,0,4.87805,-396.907,-335.247,-846.758
8.80952,0,4.87805,2046.32,6152.71,357.553
8.33333,0,4.87805,-117.795,-8621.07,14.2503
7.85714,0,4.87805,2234.19,9484.8,-46.9448
7.38095,0,4.87805,3472.15,-6578.79,358.853
6.90476,0,4.87805,2454.85,4817.08,-597.121
6.42857,0,4.87805,231.99,-144.818,267.909
5.95238,0,4.87805,1266.42,-4309.67,-176.117
5.47619,0,4.87805,3173.51,8723.18,356.054
5,0,4.87805,1887.6,-8902.97,-1.99122e-09
4.52381,0,4.87805,3173.51,8723.18,-356.054
4.04762,0,4.87805,1266.42,-4309.67,176.117
3.57143,0,4.87805,231.99,-144.818,-267.909
3.09524,0,4.87805,2454.85,4817.08,597.121
2.61905,0,4.87805,3472.15,-6578.79,-358.853
2.14286,0,4.87805,2234.19,9484.8,46.9448
1.66667,0,4.87805,-117.795,-8621.07,-14.2503
1.19048,0,4.87805,2046.32,6152.71,-357.553
0.714286,0,4.87805,-396.907,-335.247,846.758
0.238095,0,4.87805,292.733,-1616.43,-65.8142
0,0.238095,5.36585,32.324,-2187.97,1253.86
0,0.714286,5.36585,1562.98,-505.797,-1131.99
0,1.19048,5.36585,2975.62,10158.1,1369.31
0,1.66667,5.36585,-2490.41,-15644.4,-1035.19
0,2.14286,5.36585,4250.61,18119.4,101.623
0,2.61905,5.36585,-5770.95,-15957.4,992.511
0,3.09524,5.36585,1426.67,8111.43,-1756.49
0,3.57143,5.36585,1995.27,1441.82,2035.55
0,4.04762,5.36585,-1603.38,-9344.81,-1587.96
0,4.52381,5.36585,2744.48,15375.8,727.729
0,5,5.36585,-5153.3,-18113.7,1.07866e-09
0,5.47619,5.36585,2744.48,15375.8,-727.729
0,5.95238,5.36585,-1603.38,-9344.81,1587.96
0,6.42857,5.36585,1995.27,1441.82,-2035.55
0,6.90476,5.36585,1426.67,8111.43,1756.49
0,7.38095,5.36585,-5770.95,-15957.4,-992.511
0,7.85714,5.36585,4250.61,18119.4,-101.623
0,8.33333,5.36585,-2490.41,-15644.4,1035.19
0,8.80952,5.36585,2975.62,10158.1,-1369.31
0,9.28571,5.36585,1562.98,-505.797,1131.99
0,9.7619,5.36585,32.324,-2187.97,-1253.86
0.238095,10,5.36585,32.324,-2187.97,1253.86
0.714286,10,5.36585,1562.98,-505.797,-1131.99
1.19048,10,5.36585,2975.62,10158.1,1369.31
1.66667,10,5.36585,-2490.41,-15644.4,-1035.19
2.14286,10,5.36585,4250.61,18119.4,101.623
2.61905,10,5.36585,-5770.95,-15957.4,992.511
3.09524,10,5.36585,1426.67,8111.43,-1756.49
3.57143,10,5.36585,1995.27,1441.82,2035.55
4.04762,10,5.36585,-1603.38,-9344.81,-1587.96
4.52381,10,5.36585,2744.48,15375.8,727.729
5,10,5.36585,-5153.3,-18113.7,3.66526e-10
5.47619,10,5.36585,2744.48,15375.8,-727.729
5.95238,10,5.36585,-1603.38,-9344.81,1587.96
6.42857,10,5.36585,1995.27,1441.82,-2035.55
6.90476,10,5.36585,1426.67,8111.43,1756.49
7.38095,10,5.36585,-5770.95,-15957.4,-992.511
7.85714,10,5.36585,4250.61,18119.4,-101.623
8.33333,10,5.36585,-2490.41,-15644.4,1035.19
8.80952,10,5.36585,2975.62,10158.1,-1369.31
9.28571,10,5.36585,1562.98,-505.797,1131.99
9.7619,10,5.36585,32.324,-2187.97,-1253.86
10,9.7619,5.36585,32.324,-2187.97,1253.86
10,9.28571,5.36585,1562.98,-505.797,-1131.99
10,8.80952,5.36585,2975.62,10158.1,1369.31
10,8.33333,5.36585,-2490.41,-15644.4,-1035.19
10,7.85714,5.36585,4250.61,18119.4,101.623
10,7.38095,5.36585,-5770.95,-15957.4,992.511
10,6.90476,5.36585,1426.67,8111.43,-1756.49
10,6.42857,5.36585,1995.27,1441.82,2035.55
10,5.95238,5.36585,-1603.38,-9344.81,-1587.96
10,5.47619,5.36585,2744.48,15375.8,727.729
10,5,5.36585,-5153.3,-18113.7,9.46329e-10
10,4.52381,5.36585,2744.48,15375.8,-727.729
10,4.04762,5.36585,-1603.38,-9344.81,1587.96
10,3.57143,5.36585,1995.27,1441.82,-2035.55
10,3.09524,5.36585,1426.67,8111.43,1756.49
10,2.61905,5.36585,-5770.95,-15957.4,-992.511
10,2.14286,5.36585,4250.61,18119.4,-101.623
10,1.66667,5.36585,-2490.41,-15644.4,1035.19
10,1.19048,5.36585,2975.62,10158.1,-1369.31
10,0.714286,5.36585,1562.98,-505.797,1131.99
10,0.238095,5.36585,32.324,-2187.97,-1253.86
9.7619,0,5.36585,32.324,-2187.97,1253.86
9.28571,0,5.36585,1562.98,-505.797,-1131.99
8.80952,0,5.36585,2975.62,10158.1,1369.31
8.33333,0,5.36585,-2490.41,-15644.4,-1035.19
7.85714,0,5.36585,4250.61,18119.4,101.623
7.38095,0,5.36585,-5770.95,-15957.4,992.511
6.90476,0,5.36585,1426.67,8111.43,-1756.49
6.42857,0,5.36585,1995.27,1441.82,2035.55
5.95238,0,5.36585,-1603.38,-9344.81,-1587.96
5.47619,0,5.36585,2744.48,15375.8,727.729
5,0,5.36585,-5153.3,-18113.7,8.41737e-10
4.52381,0,5.36585,2744.48,15375.8,-727.729
4.04762,0,5.36585,-1603.38,-9344.81,1587.96
3.57143,0,5.36585,1995.27,1441.82,-2035.55
3.09524,0,5.36585,1426.67,8111.43,1756.49
2.61905,0,5.36585,-5770.95,-15957.4,-992.511
2.14286,0,5.36585,4250.61,18119.4,-101.623
1.66667,0,5.36585,-2490.41,-15644.4,1035.19
1.19048,0,5.36585,2975.62,10158.1,-1369.31
0.714286,0,5.36585,1562.98,-505.797,1131.99
0.238095,0,5.36585,32.324,-2187.97,-1253.86
0,0.238095,5.85366,-3667.89,-2551.53,-517.242
0,0.714286,5.85366,-3479.07,-2665.82,550.816
0,1.19048,5.85366,457.963,11355.9,-1041.21
0,1.66667,5.85366,-7601.1,-18498.4,1001.56
0,2.14286,5.85366,3653.58,19080.5,-436.85
0,2.61905,5.85366,-4413.09,-15975.1,-732.942
0,3.09524,5.85366,1193.92,8774.41,1560.87
0,3.57143,5.85366,-3310.65,-269.17,-1490.42
0,4.04762,5.85366,-5529.23,-10904.4,960.657
0,4.52381,5.85366,3771.02,17265,-479.401
0,5,5.85366,-6198.18,-20032.5,8.91305e-10
0,5.47619,5.85366,3771.02,17265,479.401
0,5.95238,5.85366,-5529.23,-10904.4,-960.657
0,6.42857,5.85366,-3310.65,-269.17,1490.42
0,6.90476,5.85366,1193.92,8774.41,-1560.87
