x,y,z,ux,uy,uz,?x,?y,?z
-8.88333,-4.16667,5.71429,0.00106714,0.000482761,7.52798e-05,-1.54719e-06,5.77313e-06,-0.00013947
-9.10667,-3.33333,5.71429,0.00120444,0.000420304,7.61237e-05,-2.07458e-06,7.7411e-06,-0.000110033
-9.33,-2.5,5.71429,0.00127734,0.000342382,7.64466e-05,-2.3433e-06,8.74425e-06,1.47837e-07
-9.55333,-1.66667,5.71429,0.00125293,0.00023838,7.61258e-05,-2.06888e-06,7.72017e-06,0.000110305
-9.77667,-0.833333,5.71429,0.00116507,0.000115583,7.52843e-05,-1.53686e-06,5.73484e-06,0.000139667
-10,0,5.71429,0.00111753,-9.10566e-17,7.4503e-05,1.61123e-17,5.19854e-06,-1.42747e-17
-9.77667,0.833333,5.71429,0.00116507,-0.000115583,7.52843e-05,1.53799e-06,5.73454e-06,-0.000139667
-9.55333,1.66667,5.71429,0.00125293,-0.00023838,7.61258e-05,2.06896e-06,7.72015e-06,-0.000110305
-9.33,2.5,5.71429,0.00127734,-0.000342382,7.64466e-05,2.34341e-06,8.74422e-06,-1.47837e-07
-9.10667,3.33333,5.71429,0.00120444,-0.000420304,7.61237e-05,2.0745e-06,7.74112e-06,0.000110033
-8.88333,4.16667,5.71429,0.00106714,-0.000482761,7.52798e-05,1.54715e-06,5.77315e-06,0.00013947
-8.66,5,5.71429,0.00096828,-0.000559111,7.44956e-05,2.63045e-06,4.54682e-06,-6.39957e-08
-8.05,5.61,5.71429,0.00095166,-0.000682966,7.5279e-05,4.23958e-06,4.23957e-06,-0.000139594
-7.44,6.22,5.71429,0.000966289,-0.000833164,7.6122e-05,5.69101e-06,5.69076e-06,-0.000110171
-6.83,6.83,5.71429,0.000935343,-0.000935343,7.64439e-05,6.43427e-06,6.43424e-06,2.79624e-18
-6.22,7.44,5.71429,0.000833164,-0.000966289,7.6122e-05,5.69089e-06,5.69089e-06,0.000110171
-5.61,8.05,5.71429,0.000682966,-0.00095166,7.5279e-05,4.23963e-06,4.23951e-06,0.000139594
-5,8.66,5.71429,0.000559111,-0.00096828,7.44956e-05,4.54682e-06,2.63045e-06,6.39957e-08
-4.16667,8.88333,5.71429,0.000482761,-0.00106714,7.52798e-05,5.77311e-06,1.5473e-06,-0.00013947
-3.33333,9.10667,5.71429,0.000420304,-0.00120444,7.61237e-05,7.7411e-06,2.07458e-06,-0.000110033
-2.5,9.33,5.71429,0.000342382,-0.00127734,7.64466e-05,8.74424e-06,2.34336e-06,1.47837e-07
-1.66667,9.55333,5.71429,0.00023838,-0.00125293,7.61258e-05,7.72018e-06,2.06885e-06,0.000110305
-0.833333,9.77667,5.71429,0.000115583,-0.00116507,7.52843e-05,5.73481e-06,1.537e-06,0.000139667
0,10,5.71429,1.42556e-17,-0.00111753,7.4503e-05,5.19854e-06,1.06811e-18,-2.92878e-17
0.833333,9.77667,5.71429,-0.000115583,-0.00116507,7.52843e-05,5.73482e-06,-1.53694e-06,-0.000139667
1.66667,9.55333,5.71429,-0.00023838,-0.00125293,7.61258e-05,7.72015e-06,-2.06896e-06,-0.000110305
2.5,9.33,5.71429,-0.000342382,-0.00127734,7.64466e-05,8.7443e-06,-2.34313e-06,-1.47837e-07
3.33333,9.10667,5.71429,-0.000420304,-0.00120444,7.61237e-05,7.74113e-06,-2.07447e-06,0.000110033
4.16667,8.88333,5.71429,-0.000482761,-0.00106714,7.52798e-05,5.77316e-06,-1.5471e-06,0.00013947
5,8.66,5.71429,-0.000559111,-0.00096828,7.44956e-05,4.54682e-06,-2.63045e-06,-6.39957e-08
5.61,8.05,5.71429,-0.000682966,-0.00095166,7.5279e-05,4.23963e-06,-4.23952e-06,-0.000139594
6.22,7.44,5.71429,-0.000833164,-0.000966289,7.6122e-05,5.69076e-06,-5.69101e-06,-0.000110171
6.83,6.83,5.71429,-0.000935343,-0.000935343,7.64439e-05,6.43428e-06,-6.43423e-06,-3.69713e-17
7.44,6.22,5.71429,-0.000966289,-0.000833164,7.6122e-05,5.69089e-06,-5.69089e-06,0.000110171
8.05,5.61,5.71429,-0.00095166,-0.000682966,7.5279e-05,4.23962e-06,-4.23953e-06,0.000139594
8.66,5,5.71429,-0.00096828,-0.000559111,7.44956e-05,2.63045e-06,-4.54682e-06,6.39957e-08
8.88333,4.16667,5.71429,-0.00106714,-0.000482761,7.52798e-05,1.54719e-06,-5.77313e-06,-0.00013947
9.10667,3.33333,5.71429,-0.00120444,-0.000420304,7.61237e-05,2.07458e-06,-7.7411e-06,-0.000110033
9.33,2.5,5.71429,-0.00127734,-0.000342382,7.64466e-05,2.34338e-06,-8.74423e-06,1.47837e-07
9.55333,1.66667,5.71429,-0.00125293,-0.00023838,7.61258e-05,2.06888e-06,-7.72017e-06,0.000110305
9.77667,0.833333,5.71429,-0.00116507,-0.000115583,7.52843e-05,1.53687e-06,-5.73484e-06,0.000139667
10,0,6.66667,-0.00109736,-1.00337e-16,9.82123e-05,9.85741e-18,4.39488e-05,1.84396e-16
9.77667,-0.833333,6.66667,-0.0011447,0.000112668,9.67221e-05,1.16557e-05,4.34914e-05,-0.00013827
9.55333,-1.66667,6.66667,-0.00123211,0.000233768,9.62707e-05,1.25526e-05,4.6838e-05,-0.000109712
9.33,-2.5,6.66667,-0.00125654,0.000336815,9.61814e-05,1.29058e-05,4.81565e-05,-1.5689e-07
9.10667,-3.33333,6.66667,-0.00118411,0.000413903,9.62689e-05,1.25499e-05,4.68279e-05,0.000109424
8.88333,-4.16667,6.66667,-0.00104806,0.000475119,9.67183e-05,1.16503e-05,4.34728e-05,0.000138061
8.66,-5,6.66667,-0.000950841,0.000549046,9.82061e-05,2.19582e-05,3.80369e-05,-7.19606e-08
8.05,-5.61,6.66667,-0.00093551,0.000670281,9.67178e-05,3.18149e-05,3.18149e-05,-0.0001382
7.44,-6.22,6.66667,-0.000950598,0.000818786,9.62677e-05,3.42636e-05,3.42636e-05,-0.000109575
6.83,-6.83,6.66667,-0.000920145,0.000920145,9.61794e-05,3.5231e-05,3.5231e-05,-2.05219e-16
6.22,-7.44,6.66667,-0.000818786,0.000950598,9.62677e-05,3.42637e-05,3.42636e-05,0.000109575
5.61,-8.05,6.66667,-0.000670281,0.00093551,9.67178e-05,3.18149e-05,3.18149e-05,0.0001382
5,-8.66,6.66667,-0.000549046,0.000950841,9.82061e-05,3.80369e-05,2.19582e-05,7.19606e-08
4.16667,-8.88333,6.66667,-0.000475119,0.00104806,9.67183e-05,4.34728e-05,1.16502e-05,-0.000138061
3.33333,-9.10667,6.66667,-0.000413903,0.00118411,9.62689e-05,4.68278e-05,1.255e-05,-0.000109424
2.5,-9.33,6.66667,-0.000336815,0.00125654,9.61814e-05,4.81565e-05,1.2906e-05,1.5689e-07
1.66667,-9.55333,6.66667,-0.000233768,0.00123211,9.62707e-05,4.6838e-05,1.25527e-05,0.000109712
0.833333,-9.77667,6.66667,-0.000112668,0.0011447,9.67221e-05,4.34915e-05,1.16554e-05,0.00013827
0,-10,6.66667,-4.97e-18,0.00109736,9.82123e-05,4.39488e-05,-4.24827e-19,1.57639e-16
-0.833333,-9.77667,6.66667,0.000112668,0.0011447,9.67221e-05,4.34914e-05,-1.16557e-05,-0.00013827
-1.66667,-9.55333,6.66667,0.000233768,0.00123211,9.62707e-05,4.6838e-05,-1.25528e-05,-0.000109712
-2.5,-9.33,6.66667,0.000336815,0.00125654,9.61814e-05,4.81564e-05,-1.29062e-05,-1.5689e-07
-3.33333,-9.10667,6.66667,0.000413903,0.00118411,9.62689e-05,4.68278e-05,-1.255e-05,0.000109424
-4.16667,-8.88333,6.66667,0.000475119,0.00104806,9.67183e-05,4.34727e-05,-1.16507e-05,0.000138061
-5,-8.66,6.66667,0.000549046,0.000950841,9.82061e-05,3.80369e-05,-2.19582e-05,-7.19606e-08
-5.61,-8.05,6.66667,0.000670281,0.00093551,9.67178e-05,3.1815e-05,-3.18148e-05,-0.0001382
-6.22,-7.44,6.66667,0.000818786,0.000950598,9.62677e-05,3.42636e-05,-3.42636e-05,-0.000109575
-6.83,-6.83,6.66667,0.000920145,0.000920145,9.61794e-05,3.5231e-05,-3.5231e-05,-4.5844e-17
-7.44,-6.22,6.66667,0.000950598,0.000818786,9.62677e-05,3.42637e-05,-3.42636e-05,0.000109575
-8.05,-5.61,6.66667,0.00093551,0.000670281,9.67178e-05,3.1815e-05,-3.18148e-05,0.0001382
-8.66,-5,6.66667,0.000950841,0.000549046,9.82061e-05,2.19582e-05,-3.80369e-05,7.19606e-08
-8.88333,-4.16667,6.66667,0.00104806,0.000475119,9.67183e-05,1.16507e-05,-4.34727e-05,-0.000138061
-9.10667,-3.33333,6.66667,0.00118411,0.000413903,9.62689e-05,1.25497e-05,-4.68279e-05,-0.000109424
-9.33,-2.5,6.66667,0.00125654,0.000336815,9.61814e-05,1.29064e-05,-4.81564e-05,1.5689e-07
-9.55333,-1.66667,6.66667,0.00123211,0.000233768,9.62707e-05,1.25527e-05,-4.6838e-05,0.000109712
-9.77667,-0.833333,6.66667,0.0011447,0.000112668,9.67221e-05,1.16559e-05,-4.34914e-05,0.00013827
-10,0,6.66667,0.00109736,-1.05345e-16,9.82123e-05,1.58005e-17,-4.39488e-05,-5.39658e-18
-9.77667,0.833333,6.66667,0.0011447,-0.000112668,9.67221e-05,-1.16555e-05,-4.34915e-05,-0.00013827
-9.55333,1.66667,6.66667,0.00123211,-0.000233768,9.62707e-05,-1.25526e-05,-4.6838e-05,-0.000109712
-9.33,2.5,6.66667,0.00125654,-0.000336815,9.61814e-05,-1.29058e-05,-4.81565e-05,-1.5689e-07
-9.10667,3.33333,6.66667,0.00118411,-0.000413903,9.62689e-05,-1.25499e-05,-4.68279e-05,0.000109424
-8.88333,4.16667,6.66667,0.00104806,-0.000475119,9.67183e-05,-1.16506e-05,-4.34727e-05,0.000138061
-8.66,5,6.66667,0.000950841,-0.000549046,9.82061e-05,-2.19582e-05,-3.80369e-05,-7.19606e-08
-8.05,5.61,6.66667,0.00093551,-0.000670281,9.67178e-05,-3.18149e-05,-3.18149e-05,-0.0001382
-7.44,6.22,6.66667,0.000950598,-0.000818786,9.62677e-05,-3.42636e-05,-3.42636e-05,-0.000109575
-6.83,6.83,6.66667,0.000920145,-0.000920145,9.61794e-05,-3.52311e-05,-3.5231e-05,2.43713e-18
-6.22,7.44,6.66667,0.000818786,-0.000950598,9.62677e-05,-3.42637e-05,-3.42636e-05,0.000109575
-5.61,8.05,6.66667,0.000670281,-0.00093551,9.67178e-05,-3.18149e-05,-3.18149e-05,0.0001382
-5,8.66,6.66667,0.000549046,-0.000950841,9.82061e-05,-3.80369e-05,-2.19582e-05,7.19606e-08
-4.16667,8.88333,6.66667,0.000475119,-0.00104806,9.67183e-05,-4.34726e-05,-1.16507e-05,-0.000138061
-3.33333,9.10667,6.66667,0.000413903,-0.00118411,9.62689e-05,-4.68278e-05,-1.255e-05,-0.000109424
-2.5,9.33,6.66667,0.000336815,-0.00125654,9.61814e-05,-4.81565e-05,-1.2906e-05,1.5689e-07
-1.66667,9.55333,6.66667,0.000233768,-0.00123211,9.62707e-05,-4.6838e-05,-1.25527e-05,0.000109712
-0.833333,9.77667,6.66667,0.000112668,-0.0011447,9.67221e-05,-4.34913e-05,-1.16561e-05,0.00013827
0,10,6.66667,1.69827e-17,-0.00109736,9.82123e-05,-4.39488e-05,3.57531e-18,-3.21769e-17
0.833333,9.77667,6.66667,-0.000112668,-0.0011447,9.67221e-05,-4.34914e-05,1.16557e-05,-0.00013827
1.66667,9.55333,6.66667,-0.000233768,-0.00123211,9.62707e-05,-4.6838e-05,1.25528e-05,-0.000109712
2.5,9.33,6.66667,-0.000336815,-0.00125654,9.61814e-05,-4.81565e-05,1.29059e-05,-1.5689e-07
3.33333,9.10667,6.66667,-0.000413903,-0.00118411,9.62689e-05,-4.68278e-05,1.255e-05,0.000109424
4.16667,8.88333,6.66667,-0.000475119,-0.00104806,9.67183e-05,-4.34727e-05,1.16507e-05,0.000138061
5,8.66,6.66667,-0.000549046,-0.000950841,9.82061e-05,-3.80369e-05,2.19582e-05,-7.19606e-08
5.61,8.05,6.66667,-0.000670281,-0.00093551,9.67178e-05,-3.18151e-05,3.18147e-05,-0.0001382
6.22,7.44,6.66667,-0.000818786,-0.000950598,9.62677e-05,-3.42636e-05,3.42636e-05,-0.000109575
6.83,6.83,6.66667,-0.000920145,-0.000920145,9.61794e-05,-3.5231e-05,3.5231e-05,-3.76424e-17
7.44,6.22,6.66667,-0.000950598,-0.000818786,9.62677e-05,-3.42637e-05,3.42636e-05,0.000109575
8.05,5.61,6.66667,-0.00093551,-0.000670281,9.67178e-05,-3.1815e-05,3.18148e-05,0.0001382
8.66,5,6.66667,-0.000950841,-0.000549046,9.82061e-05,-2.19582e-05,3.80369e-05,7.19606e-08
8.88333,4.16667,6.66667,-0.00104806,-0.000475119,9.67183e-05,-1.16507e-05,4.34727e-05,-0.000138061
9.10667,3.33333,6.66667,-0.00118411,-0.000413903,9.62689e-05,-1.25497e-05,4.68279e-05,-0.000109424
9.33,2.5,6.66667,-0.00125654,-0.000336815,9.61814e-05,-1.29062e-05,4.81564e-05,1.5689e-07
9.55333,1.66667,6.66667,-0.00123211,-0.000233768,9.62707e-05,-1.25526e-05,4.6838e-05,0.000109712
9.77667,0.833333,6.66667,-0.0011447,-0.000112668,9.67221e-05,-1.16559e-05,4.34914e-05,0.00013827
10,0,7.61905,-0.00104043,-1.08971e-16,0.000120291,7.07781e-18,7.28554e-05,2.01175e-16
9.77667,-0.833333,7.61905,-0.00108579,0.000106203,0.000117358,1.94341e-05,7.25136e-05,-0.000131902
9.55333,-1.66667,7.61905,-0.00116949,0.000221398,0.000115991,2.1226e-05,7.92011e-05,-0.000105042
9.33,-2.5,7.61905,-0.00119299,0.000319789,0.000115595,2.19793e-05,8.20125e-05,-1.6024e-07
9.10667,-3.33333,7.61905,-0.0011237,0.000393312,0.00011599,2.12255e-05,7.91994e-05,0.000104747
8.88333,-4.16667,7.61905,-0.000993824,0.000451271,0.000117355,1.94334e-05,7.25103e-05,0.000131688
8.66,-5,7.61905,-0.000901554,0.000520591,0.000120287,3.64236e-05,6.30877e-05,-7.72986e-08
8.05,-5.61,7.61905,-0.000887743,0.000635241,0.000117355,5.30759e-05,5.30757e-05,-0.000131837
7.44,-6.22,7.61905,-0.000902571,0.000776779,0.000115989,5.7968e-05,5.7968e-05,-0.000104905
6.83,-6.83,7.61905,-0.000873639,0.000873639,0.000115594,6.00254e-05,6.00252e-05,-2.24029e-16
6.22,-7.44,7.61905,-0.000776779,0.000902571,0.000115989,5.7968e-05,5.7968e-05,0.000104905
5.61,-8.05,7.61905,-0.000635241,0.000887743,0.000117355,5.30759e-05,5.30757e-05,0.000131837
5,-8.66,7.61905,-0.000520591,0.000901554,0.000120287,6.30877e-05,3.64236e-05,7.72986e-08
4.16667,-8.88333,7.61905,-0.000451271,0.000993824,0.000117355,7.25105e-05,1.94328e-05,-0.000131688
3.33333,-9.10667,7.61905,-0.000393312,0.0011237,0.00011599,7.91994e-05,2.12255e-05,-0.000104747
2.5,-9.33,7.61905,-0.000319789,0.00119299,0.000115595,8.20125e-05,2.19793e-05,1.6024e-07
1.66667,-9.55333,7.61905,-0.000221398,0.00116949,0.000115991,7.92011e-05,2.12259e-05,0.000105042
0.833333,-9.77667,7.61905,-0.000106203,0.00108579,0.000117358,7.25137e-05,1.94338e-05,0.000131902
0,-10,7.61905,-6.14028e-18,0.00104043,0.000120291,7.28554e-05,-1.62419e-18,1.72986e-16
-0.833333,-9.77667,7.61905,0.000106203,0.00108579,0.000117358,7.25137e-05,-1.94338e-05,-0.000131902
-1.66667,-9.55333,7.61905,0.000221398,0.00116949,0.000115991,7.92011e-05,-2.1226e-05,-0.000105042
-2.5,-9.33,7.61905,0.000319789,0.00119299,0.000115595,8.20126e-05,-2.19789e-05,-1.6024e-07
-3.33333,-9.10667,7.61905,0.000393312,0.0011237,0.00011599,7.91994e-05,-2.12255e-05,0.000104747
-4.16667,-8.88333,7.61905,0.000451271,0.000993824,0.000117355,7.25105e-05,-1.94329e-05,0.000131688
-5,-8.66,7.61905,0.000520591,0.000901554,0.000120287,6.30877e-05,-3.64236e-05,-7.72986e-08
-5.61,-8.05,7.61905,0.000635241,0.000887743,0.000117355,5.30758e-05,-5.30758e-05,-0.000131837
-6.22,-7.44,7.61905,0.000776779,0.000902571,0.000115989,5.7968e-05,-5.7968e-05,-0.000104905
-6.83,-6.83,7.61905,0.000873639,0.000873639,0.000115594,6.00252e-05,-6.00254e-05,-6.27601e-17
-7.44,-6.22,7.61905,0.000902571,0.000776779,0.000115989,5.7968e-05,-5.7968e-05,0.000104905
-8.05,-5.61,7.61905,0.000887743,0.000635241,0.000117355,5.30758e-05,-5.30758e-05,0.000131837
-8.66,-5,7.61905,0.000901554,0.000520591,0.000120287,3.64236e-05,-6.30877e-05,7.72986e-08
-8.88333,-4.16667,7.61905,0.000993824,0.000451271,0.000117355,1.94329e-05,-7.25104e-05,-0.000131688
-9.10667,-3.33333,7.61905,0.0011237,0.000393312,0.00011599,2.12255e-05,-7.91994e-05,-0.000104747
-9.33,-2.5,7.61905,0.00119299,0.000319789,0.000115595,2.19794e-05,-8.20125e-05,1.6024e-07
-9.55333,-1.66667,7.61905,0.00116949,0.000221398,0.000115991,2.12259e-05,-7.92011e-05,0.000105042
-9.77667,-0.833333,7.61905,0.00108579,0.000106203,0.000117358,1.94339e-05,-7.25137e-05,0.000131902
-10,0,7.61905,0.00104043,-1.18873e-16,0.000120291,1.32696e-17,-7.28554e-05,4.0738e-18
-9.77667,0.833333,7.61905,0.00108579,-0.000106203,0.000117358,-1.94345e-05,-7.25135e-05,-0.000131902
-9.55333,1.66667,7.61905,0.00116949,-0.000221398,0.000115991,-2.1226e-05,-7.92011e-05,-0.000105042
-9.33,2.5,7.61905,0.00119299,-0.000319789,0.000115595,-2.19793e-05,-8.20125e-05,-1.6024e-07
-9.10667,3.33333,7.61905,0.0011237,-0.000393312,0.00011599,-2.12255e-05,-7.91994e-05,0.000104747
-8.88333,4.16667,7.61905,0.000993824,-0.000451271,0.000117355,-1.94333e-05,-7.25103e-05,0.000131688
-8.66,5,7.61905,0.000901554,-0.000520591,0.000120287,-3.64236e-05,-6.30877e-05,-7.72986e-08
-8.05,5.61,7.61905,0.000887743,-0.000635241,0.000117355,-5.30759e-05,-5.30757e-05,-0.000131837
-7.44,6.22,7.61905,0.000902571,-0.000776779,0.000115989,-5.7968e-05,-5.7968e-05,-0.000104905
-6.83,6.83,7.61905,0.000873639,-0.000873639,0.000115594,-6.00253e-05,-6.00252e-05,-3.42879e-18
-6.22,7.44,7.61905,0.000776779,-0.000902571,0.000115989,-5.7968e-05,-5.7968e-05,0.000104905
-5.61,8.05,7.61905,0.000635241,-0.000887743,0.000117355,-5.30759e-05,-5.30757e-05,0.000131837
-5,8.66,7.61905,0.000520591,-0.000901554,0.000120287,-6.30877e-05,-3.64236e-05,7.72986e-08
-4.16667,8.88333,7.61905,0.000451271,-0.000993824,0.000117355,-7.25105e-05,-1.94326e-05,-0.000131688
-3.33333,9.10667,7.61905,0.000393312,-0.0011237,0.00011599,-7.91994e-05,-2.12255e-05,-0.000104747
-2.5,9.33,7.61905,0.000319789,-0.00119299,0.000115595,-8.20125e-05,-2.19793e-05,1.6024e-07
-1.66667,9.55333,7.61905,0.000221398,-0.00116949,0.000115991,-7.92011e-05,-2.12259e-05,0.000105042
-0.833333,9.77667,7.61905,0.000106203,-0.00108579,0.000117358,-7.25134e-05,-1.94349e-05,0.000131902
0,10,7.61905,2.10216e-17,-0.00104043,0.000120291,-7.28554e-05,4.65148e-18,-2.05481e-17
0.833333,9.77667,7.61905,-0.000106203,-0.00108579,0.000117358,-7.25137e-05,1.94338e-05,-0.000131902
1.66667,9.55333,7.61905,-0.000221398,-0.00116949,0.000115991,-7.92011e-05,2.1226e-05,-0.000105042
2.5,9.33,7.61905,-0.000319789,-0.00119299,0.000115595,-8.20126e-05,2.19789e-05,-1.6024e-07
3.33333,9.10667,7.61905,-0.000393312,-0.0011237,0.00011599,-7.91994e-05,2.12255e-05,0.000104747
4.16667,8.88333,7.61905,-0.000451271,-0.000993824,0.000117355,-7.25105e-05,1.94329e-05,0.000131688
5,8.66,7.61905,-0.000520591,-0.000901554,0.000120287,-6.30877e-05,3.64236e-05,-7.72986e-08
5.61,8.05,7.61905,-0.000635241,-0.000887743,0.000117355,-5.30758e-05,5.30758e-05,-0.000131837
6.22,7.44,7.61905,-0.000776779,-0.000902571,0.000115989,-5.7968e-05,5.7968e-05,-0.000104905
6.83,6.83,7.61905,-0.000873639,-0.000873639,0.000115594,-6.00252e-05,6.00254e-05,-3.85104e-17
7.44,6.22,7.61905,-0.000902571,-0.000776779,0.000115989,-5.7968e-05,5.7968e-05,0.000104905
8.05,5.61,7.61905,-0.000887743,-0.000635241,0.000117355,-5.30758e-05,5.30758e-05,0.000131837
8.66,5,7.61905,-0.000901554,-0.000520591,0.000120287,-3.64236e-05,6.30877e-05,7.72986e-08
8.88333,4.16667,7.61905,-0.000993824,-0.000451271,0.000117355,-1.94329e-05,7.25104e-05,-0.000131688
9.10667,3.33333,7.61905,-0.0011237,-0.000393312,0.00011599,-2.12255e-05,7.91994e-05,-0.000104747
9.33,2.5,7.61905,-0.00119299,-0.000319789,0.000115595,-2.19795e-05,8.20125e-05,1.6024e-07
9.55333,1.66667,7.61905,-0.00116949,-0.000221398,0.000115991,-2.12259e-05,7.92011e-05,0.000105042
9.77667,0.833333,7.61905,-0.00108579,-0.000106203,0.000117358,-1.94339e-05,7.25137e-05,0.000131902
10,0,8.57143,-0.000963396,-1.14986e-16,0.000140366,5.24229e-18,8.71221e-05,2.16113e-16
9.77667,-0.833333,8.57143,-0.00100572,9.79192e-05,0.000136638,2.32868e-05,8.68902e-05,-0.000122667
9.55333,-1.66667,8.57143,-0.00108377,0.000204836,0.000134697,2.5562e-05,9.53805e-05,-9.79471e-05
9.33,-2.5,8.57143,-0.00110575,0.000296411,0.000134099,2.65362e-05,9.90155e-05,-1.59197e-07
9.10667,-3.33333,8.57143,-0.00104118,0.000364789,0.000134696,2.55633e-05,9.53853e-05,9.76547e-05
8.88333,-4.16667,8.57143,-0.000920332,0.000418405,0.000136636,2.32892e-05,8.68985e-05,0.000122453
8.66,-5,8.57143,-0.000834842,0.000482074,0.000140363,4.35661e-05,7.54561e-05,-8.0262e-08
8.05,-5.61,8.57143,-0.000822538,0.000588031,0.000136636,6.36119e-05,6.36119e-05,-0.000122608
7.44,-6.22,8.57143,-0.000836616,0.000719579,0.000134696,6.98227e-05,6.98227e-05,-9.78151e-05
6.83,-6.83,8.57143,-0.00080978,0.00080978,0.000134098,7.24807e-05,7.24806e-05,-2.32196e-16
6.22,-7.44,8.57143,-0.000719579,0.000836616,0.000134696,6.98227e-05,6.98227e-05,9.78151e-05
5.61,-8.05,8.57143,-0.000588031,0.000822538,0.000136636,6.36119e-05,6.36119e-05,0.000122608
5,-8.66,8.57143,-0.000482074,0.000834842,0.000140363,7.54561e-05,4.35661e-05,8.0262e-08
4.16667,-8.88333,8.57143,-0.000418405,0.000920332,0.000136636,8.68986e-05,2.32888e-05,-0.000122453
3.33333,-9.10667,8.57143,-0.000364789,0.00104118,0.000134696,9.53853e-05,2.55634e-05,-9.76547e-05
2.5,-9.33,8.57143,-0.000296411,0.00110575,0.000134099,9.90155e-05,2.65361e-05,1.59197e-07
1.66667,-9.55333,8.57143,-0.000204836,0.00108377,0.000134697,9.53805e-05,2.5562e-05,9.79471e-05
0.833333,-9.77667,8.57143,-9.79192e-05,0.00100572,0.000136638,8.68903e-05,2.32865e-05,0.000122667
0,-10,8.57143,-7.74252e-18,0.000963396,0.000140366,8.71221e-05,-2.57386e-18,1.84046e-16
-0.833333,-9.77667,8.57143,9.79192e-05,0.00100572,0.000136638,8.68902e-05,-2.32866e-05,-0.000122667
-1.66667,-9.55333,8.57143,0.000204836,0.00108377,0.000134697,9.53805e-05,-2.5562e-05,-9.79471e-05
-2.5,-9.33,8.57143,0.000296411,0.00110575,0.000134099,9.90153e-05,-2.65368e-05,-1.59197e-07
-3.33333,-9.10667,8.57143,0.000364789,0.00104118,0.000134696,9.53853e-05,-2.55633e-05,9.76547e-05
-4.16667,-8.88333,8.57143,0.000418405,0.000920332,0.000136636,8.68986e-05,-2.32889e-05,0.000122453
-5,-8.66,8.57143,0.000482074,0.000834842,0.000140363,7.54561e-05,-4.35661e-05,-8.0262e-08
-5.61,-8.05,8.57143,0.000588031,0.000822538,0.000136636,6.36119e-05,-6.36119e-05,-0.000122608
-6.22,-7.44,8.57143,0.000719579,0.000836616,0.000134696,6.98227e-05,-6.98227e-05,-9.78151e-05
-6.83,-6.83,8.57143,0.00080978,0.00080978,0.000134098,7.24806e-05,-7.24806e-05,-7.25891e-17
-7.44,-6.22,8.57143,0.000836616,0.000719579,0.000134696,6.98227e-05,-6.98227e-05,9.78151e-05
-8.05,-5.61,8.57143,0.000822538,0.000588031,0.000136636,6.36119e-05,-6.36119e-05,0.000122608
-8.66,-5,8.57143,0.000834842,0.000482074,0.000140363,4.35661e-05,-7.54561e-05,8.0262e-08
-8.88333,-4.16667,8.57143,0.000920332,0.000418405,0.000136636,2.32888e-05,-8.68986e-05,-0.000122453
-9.10667,-3.33333,8.57143,0.00104118,0.000364789,0.000134696,2.55633e-05,-9.53853e-05,-9.76547e-05
-9.33,-2.5,8.57143,0.00110575,0.000296411,0.000134099,2.65359e-05,-9.90155e-05,1.59197e-07
-9.55333,-1.66667,8.57143,0.00108377,0.000204836,0.000134697,2.5562e-05,-9.53805e-05,9.79471e-05
-9.77667,-0.833333,8.57143,0.00100572,9.79192e-05,0.000136638,2.32866e-05,-8.68902e-05,0.000122667
-10,0,8.57143,0.000963396,-1.32529e-16,0.000140366,1.41519e-17,-8.71221e-05,1.88933e-17
-9.77667,0.833333,8.57143,0.00100572,-9.79192e-05,0.000136638,-2.32867e-05,-8.68902e-05,-0.000122667
-9.55333,1.66667,8.57143,0.00108377,-0.000204836,0.000134697,-2.5562e-05,-9.53805e-05,-9.79471e-05
-9.33,2.5,8.57143,0.00110575,-0.000296411,0.000134099,-2.65362e-05,-9.90155e-05,-1.59197e-07
-9.10667,3.33333,8.57143,0.00104118,-0.000364789,0.000134696,-2.55633e-05,-9.53853e-05,9.76547e-05
-8.88333,4.16667,8.57143,0.000920332,-0.000418405,0.000136636,-2.3289e-05,-8.68986e-05,0.000122453
-8.66,5,8.57143,0.000834842,-0.000482074,0.000140363,-4.35661e-05,-7.54561e-05,-8.0262e-08
-8.05,5.61,8.57143,0.000822538,-0.000588031,0.000136636,-6.36119e-05,-6.36119e-05,-0.000122608
-7.44,6.22,8.57143,0.000836616,-0.000719579,0.000134696,-6.98227e-05,-6.98227e-05,-9.78151e-05
-6.83,6.83,8.57143,0.00080978,-0.00080978,0.000134098,-7.24807e-05,-7.24806e-05,-5.23305e-18
-6.22,7.44,8.57143,0.000719579,-0.000836616,0.000134696,-6.98227e-05,-6.98227e-05,9.78151e-05
-5.61,8.05,8.57143,0.000588031,-0.000822538,0.000136636,-6.36119e-05,-6.36119e-05,0.000122608
-5,8.66,8.57143,0.000482074,-0.000834842,0.000140363,-7.54561e-05,-4.35661e-05,8.0262e-08
-4.16667,8.88333,8.57143,0.000418405,-0.000920332,0.000136636,-8.68986e-05,-2.32888e-05,-0.000122453
-3.33333,9.10667,8.57143,0.000364789,-0.00104118,0.000134696,-9.53853e-05,-2.55634e-05,-9.76547e-05
-2.5,9.33,8.57143,0.000296411,-0.00110575,0.000134099,-9.90155e-05,-2.65361e-05,1.59197e-07
