x,y,z,ux,uy,uz,?x,?y,?z
6.22,-7.44,2.85714,-0.000557604,0.000645311,2.31021e-05,-0.000216771,-0.000216771,7.05304e-05
5.61,-8.05,2.85714,-0.000459306,0.000637518,1.79093e-05,-0.000197125,-0.000197125,9.05076e-05
5,-8.66,2.85714,-0.000375856,0.000650926,6.86603e-06,-0.000233402,-0.000134771,2.64586e-08
4.16667,-8.88333,2.85714,-0.000322507,0.000716458,1.79107e-05,-0.000269248,-7.21583e-05,-9.04556e-05
3.33333,-9.10667,2.85714,-0.000280095,0.000805444,2.31043e-05,-0.000296062,-7.93446e-05,-7.04654e-05
2.5,-9.33,2.85714,-0.000228501,0.000852521,2.46025e-05,-0.000307501,-8.24107e-05,7.83648e-08
1.66667,-9.55333,2.85714,-0.000160244,0.000837428,2.31062e-05,-0.000296006,-7.93296e-05,7.06099e-05
0.833333,-9.77667,2.85714,-7.89874e-05,0.000781471,1.79149e-05,-0.000269146,-7.2131e-05,9.05602e-05
0,-10,2.85714,-1.07889e-20,0.000751344,6.87342e-06,-0.000269384,-7.67483e-19,5.09084e-17
-0.833333,-9.77667,2.85714,7.89874e-05,0.000781471,1.79149e-05,-0.000269146,7.2131e-05,-9.05602e-05
-1.66667,-9.55333,2.85714,0.000160244,0.000837428,2.31062e-05,-0.000296006,7.93294e-05,-7.06099e-05
-2.5,-9.33,2.85714,0.000228501,0.000852521,2.46025e-05,-0.000307501,8.24113e-05,-7.83648e-08
-3.33333,-9.10667,2.85714,0.000280095,0.000805444,2.31043e-05,-0.000296062,7.93445e-05,7.04654e-05
-4.16667,-8.88333,2.85714,0.000322507,0.000716458,1.79107e-05,-0.000269248,7.21589e-05,9.04556e-05
-5,-8.66,2.85714,0.000375856,0.000650926,6.86603e-06,-0.000233402,0.000134771,-2.64586e-08
-5.61,-8.05,2.85714,0.000459306,0.000637518,1.79093e-05,-0.000197125,0.000197125,-9.05076e-05
-6.22,-7.44,2.85714,0.000557604,0.000645311,2.31021e-05,-0.000216771,0.000216771,-7.05304e-05
-6.83,-6.83,2.85714,0.00062421,0.00062421,2.45995e-05,-0.000225165,0.000225165,-1.59452e-17
-7.44,-6.22,2.85714,0.000645311,0.000557604,2.31021e-05,-0.000216771,0.000216771,7.05304e-05
-8.05,-5.61,2.85714,0.000637518,0.000459306,1.79093e-05,-0.000197125,0.000197125,9.05076e-05
-8.66,-5,2.85714,0.000650926,0.000375856,6.86603e-06,-0.000134771,0.000233402,2.64586e-08
-8.88333,-4.16667,2.85714,0.000716458,0.000322507,1.79107e-05,-7.21586e-05,0.000269248,-9.04556e-05
-9.10667,-3.33333,2.85714,0.000805444,0.000280095,2.31043e-05,-7.9345e-05,0.000296062,-7.04654e-05
-9.33,-2.5,2.85714,0.000852521,0.000228501,2.46025e-05,-8.24104e-05,0.000307501,7.83648e-08
-9.55333,-1.66667,2.85714,0.000837428,0.000160244,2.31062e-05,-7.93296e-05,0.000296006,7.06099e-05
-9.77667,-0.833333,2.85714,0.000781471,7.89874e-05,1.79149e-05,-7.2131e-05,0.000269146,9.05602e-05
-10,0,2.85714,0.000751344,-4.61127e-17,6.87342e-06,1.61304e-17,0.000269384,-1.51231e-17
-9.77667,0.833333,2.85714,0.000781471,-7.89874e-05,1.79149e-05,7.21311e-05,0.000269146,-9.05602e-05
-9.55333,1.66667,2.85714,0.000837428,-0.000160244,2.31062e-05,7.93294e-05,0.000296006,-7.06099e-05
-9.33,2.5,2.85714,0.000852521,-0.000228501,2.46025e-05,8.24105e-05,0.000307501,-7.83648e-08
-9.10667,3.33333,2.85714,0.000805444,-0.000280095,2.31043e-05,7.93445e-05,0.000296062,7.04654e-05
-8.88333,4.16667,2.85714,0.000716458,-0.000322507,1.79107e-05,7.21585e-05,0.000269248,9.04556e-05
-8.66,5,2.85714,0.000650926,-0.000375856,6.86603e-06,0.000134771,0.000233402,-2.64586e-08
-8.05,5.61,2.85714,0.000637518,-0.000459306,1.79093e-05,0.000197125,0.000197125,-9.05076e-05
-7.44,6.22,2.85714,0.000645311,-0.000557604,2.31021e-05,0.000216771,0.000216771,-7.05304e-05
-6.83,6.83,2.85714,0.00062421,-0.00062421,2.45995e-05,0.000225165,0.000225165,7.72494e-19
-6.22,7.44,2.85714,0.000557604,-0.000645311,2.31021e-05,0.000216771,0.000216771,7.05304e-05
-5.61,8.05,2.85714,0.000459306,-0.000637518,1.79093e-05,0.000197125,0.000197125,9.05076e-05
-5,8.66,2.85714,0.000375856,-0.000650926,6.86603e-06,0.000233402,0.000134771,2.64586e-08
-4.16667,8.88333,2.85714,0.000322507,-0.000716458,1.79107e-05,0.000269248,7.21584e-05,-9.04556e-05
-3.33333,9.10667,2.85714,0.000280095,-0.000805444,2.31043e-05,0.000296062,7.93447e-05,-7.04654e-05
-2.5,9.33,2.85714,0.000228501,-0.000852521,2.46025e-05,0.000307501,8.24098e-05,7.83648e-08
-1.66667,9.55333,2.85714,0.000160244,-0.000837428,2.31062e-05,0.000296006,7.93287e-05,7.06099e-05
-0.833333,9.77667,2.85714,7.89874e-05,-0.000781471,1.79149e-05,0.000269146,7.21323e-05,9.05602e-05
0,10,2.85714,7.92853e-18,-0.000751344,6.87342e-06,0.000269384,2.3287e-18,-1.85896e-17
0.833333,9.77667,2.85714,-7.89874e-05,-0.000781471,1.79149e-05,0.000269146,-7.21314e-05,-9.05602e-05
1.66667,9.55333,2.85714,-0.000160244,-0.000837428,2.31062e-05,0.000296006,-7.93297e-05,-7.06099e-05
2.5,9.33,2.85714,-0.000228501,-0.000852521,2.46025e-05,0.000307501,-8.24107e-05,-7.83648e-08
3.33333,9.10667,2.85714,-0.000280095,-0.000805444,2.31043e-05,0.000296062,-7.93447e-05,7.04654e-05
4.16667,8.88333,2.85714,-0.000322507,-0.000716458,1.79107e-05,0.000269248,-7.21585e-05,9.04556e-05
5,8.66,2.85714,-0.000375856,-0.000650926,6.86603e-06,0.000233402,-0.000134771,-2.64586e-08
5.61,8.05,2.85714,-0.000459306,-0.000637518,1.79093e-05,0.000197125,-0.000197125,-9.05076e-05
6.22,7.44,2.85714,-0.000557604,-0.000645311,2.31021e-05,0.000216771,-0.000216771,-7.05304e-05
6.83,6.83,2.85714,-0.00062421,-0.00062421,2.45995e-05,0.000225165,-0.000225165,-2.56064e-17
7.44,6.22,2.85714,-0.000645311,-0.000557604,2.31021e-05,0.000216771,-0.000216771,7.05304e-05
8.05,5.61,2.85714,-0.000637518,-0.000459306,1.79093e-05,0.000197125,-0.000197125,9.05076e-05
8.66,5,2.85714,-0.000650926,-0.000375856,6.86603e-06,0.000134771,-0.000233402,2.64586e-08
8.88333,4.16667,2.85714,-0.000716458,-0.000322507,1.79107e-05,7.21584e-05,-0.000269248,-9.04556e-05
9.10667,3.33333,2.85714,-0.000805444,-0.000280095,2.31043e-05,7.93446e-05,-0.000296062,-7.04654e-05
9.33,2.5,2.85714,-0.000852521,-0.000228501,2.46025e-05,8.24099e-05,-0.000307501,7.83648e-08
9.55333,1.66667,2.85714,-0.000837428,-0.000160244,2.31062e-05,7.93298e-05,-0.000296006,7.06099e-05
9.77667,0.833333,2.85714,-0.000781471,-7.89874e-05,1.79149e-05,7.21313e-05,-0.000269146,9.05602e-05
10,0,3.80952,-0.000962076,-6.05334e-17,2.66391e-05,1.64799e-17,-0.000171651,9.83879e-17
9.77667,-0.833333,3.80952,-0.00100145,0.000101122,3.42759e-05,-4.60746e-05,-0.00017192,-0.000117528
9.55333,-1.66667,3.80952,-0.00107445,0.000205652,3.8342e-05,-5.10023e-05,-0.000190307,-9.18165e-05
9.33,-2.5,3.80952,-0.00109438,0.00029333,3.95838e-05,-5.31515e-05,-0.000198326,-1.08487e-07
9.10667,-3.33333,3.80952,-0.00103345,0.000359337,3.83398e-05,-5.10147e-05,-0.000190353,9.16168e-05
8.88333,-4.16667,3.80952,-0.000918109,0.000413391,3.4271e-05,-4.60963e-05,-0.000172004,0.000117383
8.66,-5,3.80952,-0.000833522,0.000481291,2.66308e-05,-8.58911e-05,-0.000148746,-4.05366e-08
8.05,-5.61,3.80952,-0.000817056,0.000588534,3.42697e-05,-0.000125936,-0.000125936,-0.000117462
7.44,-6.22,3.80952,-0.000827959,0.000715494,3.83375e-05,-0.000139385,-0.000139385,-9.17109e-05
6.83,-6.83,3.80952,-0.000801321,0.000801321,3.95806e-05,-0.000145239,-0.000145239,-1.2201e-16
6.22,-7.44,3.80952,-0.000715494,0.000827959,3.83375e-05,-0.000139385,-0.000139385,9.17109e-05
5.61,-8.05,3.80952,-0.000588534,0.000817056,3.42697e-05,-0.000125936,-0.000125936,0.000117462
5,-8.66,3.80952,-0.000481291,0.000833522,2.66308e-05,-0.000148746,-8.58911e-05,4.05366e-08
4.16667,-8.88333,3.80952,-0.000413391,0.000918109,3.4271e-05,-0.000172004,-4.60973e-05,-0.000117383
3.33333,-9.10667,3.80952,-0.000359337,0.00103345,3.83398e-05,-0.000190353,-5.10147e-05,-9.16168e-05
2.5,-9.33,3.80952,-0.00029333,0.00109438,3.95838e-05,-0.000198326,-5.31515e-05,1.08487e-07
1.66667,-9.55333,3.80952,-0.000205652,0.00107445,3.8342e-05,-0.000190307,-5.10023e-05,9.18165e-05
0.833333,-9.77667,3.80952,-0.000101122,0.00100145,3.42759e-05,-0.00017192,-4.60746e-05,0.000117528
0,-10,3.80952,-1.49935e-18,0.000962076,2.66391e-05,-0.000171651,-2.47757e-18,8.11175e-17
-0.833333,-9.77667,3.80952,0.000101122,0.00100145,3.42759e-05,-0.00017192,4.60745e-05,-0.000117528
-1.66667,-9.55333,3.80952,0.000205652,0.00107445,3.8342e-05,-0.000190307,5.10023e-05,-9.18165e-05
-2.5,-9.33,3.80952,0.00029333,0.00109438,3.95838e-05,-0.000198327,5.31505e-05,-1.08487e-07
-3.33333,-9.10667,3.80952,0.000359337,0.00103345,3.83398e-05,-0.000190353,5.10147e-05,9.16168e-05
-4.16667,-8.88333,3.80952,0.000413391,0.000918109,3.4271e-05,-0.000172004,4.6097e-05,0.000117383
-5,-8.66,3.80952,0.000481291,0.000833522,2.66308e-05,-0.000148746,8.58911e-05,-4.05366e-08
-5.61,-8.05,3.80952,0.000588534,0.000817056,3.42697e-05,-0.000125936,0.000125936,-0.000117462
-6.22,-7.44,3.80952,0.000715494,0.000827959,3.83375e-05,-0.000139385,0.000139385,-9.17109e-05
-6.83,-6.83,3.80952,0.000801321,0.000801321,3.95806e-05,-0.000145239,0.000145239,-1.72058e-17
-7.44,-6.22,3.80952,0.000827959,0.000715494,3.83375e-05,-0.000139385,0.000139385,9.17109e-05
-8.05,-5.61,3.80952,0.000817056,0.000588534,3.42697e-05,-0.000125936,0.000125936,0.000117462
-8.66,-5,3.80952,0.000833522,0.000481291,2.66308e-05,-8.58911e-05,0.000148746,4.05366e-08
-8.88333,-4.16667,3.80952,0.000918109,0.000413391,3.4271e-05,-4.60967e-05,0.000172004,-0.000117383
-9.10667,-3.33333,3.80952,0.00103345,0.000359337,3.83398e-05,-5.10146e-05,0.000190353,-9.16168e-05
-9.33,-2.5,3.80952,0.00109438,0.00029333,3.95838e-05,-5.31515e-05,0.000198326,1.08487e-07
-9.55333,-1.66667,3.80952,0.00107445,0.000205652,3.8342e-05,-5.10023e-05,0.000190307,9.18165e-05
-9.77667,-0.833333,3.80952,0.00100145,0.000101122,3.42759e-05,-4.60744e-05,0.00017192,0.000117528
-10,0,3.80952,0.000962076,-6.1617e-17,2.66391e-05,1.68085e-17,0.000171651,-2.40163e-17
-9.77667,0.833333,3.80952,0.00100145,-0.000101122,3.42759e-05,4.60747e-05,0.00017192,-0.000117528
-9.55333,1.66667,3.80952,0.00107445,-0.000205652,3.8342e-05,5.10023e-05,0.000190307,-9.18165e-05
-9.33,2.5,3.80952,0.00109438,-0.00029333,3.95838e-05,5.31515e-05,0.000198326,-1.08487e-07
-9.10667,3.33333,3.80952,0.00103345,-0.000359337,3.83398e-05,5.10147e-05,0.000190353,9.16168e-05
-8.88333,4.16667,3.80952,0.000918109,-0.000413391,3.4271e-05,4.60972e-05,0.000172004,0.000117383
-8.66,5,3.80952,0.000833522,-0.000481291,2.66308e-05,8.58911e-05,0.000148746,-4.05366e-08
-8.05,5.61,3.80952,0.000817056,-0.000588534,3.42697e-05,0.000125936,0.000125936,-0.000117462
-7.44,6.22,3.80952,0.000827959,-0.000715494,3.83375e-05,0.000139385,0.000139385,-9.17109e-05
-6.83,6.83,3.80952,0.000801321,-0.000801321,3.95806e-05,0.000145239,0.000145239,1.66696e-18
-6.22,7.44,3.80952,0.000715494,-0.000827959,3.83375e-05,0.000139385,0.000139385,9.17109e-05
-5.61,8.05,3.80952,0.000588534,-0.000817056,3.42697e-05,0.000125936,0.000125936,0.000117462
-5,8.66,3.80952,0.000481291,-0.000833522,2.66308e-05,0.000148746,8.58911e-05,4.05366e-08
-4.16667,8.88333,3.80952,0.000413391,-0.000918109,3.4271e-05,0.000172004,4.60972e-05,-0.000117383
-3.33333,9.10667,3.80952,0.000359337,-0.00103345,3.83398e-05,0.000190353,5.10147e-05,-9.16168e-05
-2.5,9.33,3.80952,0.00029333,-0.00109438,3.95838e-05,0.000198326,5.31513e-05,1.08487e-07
-1.66667,9.55333,3.80952,0.000205652,-0.00107445,3.8342e-05,0.000190307,5.10023e-05,9.18165e-05
-0.833333,9.77667,3.80952,0.000101122,-0.00100145,3.42759e-05,0.00017192,4.60759e-05,0.000117528
0,10,3.80952,9.86297e-18,-0.000962076,2.66391e-05,0.000171651,2.52585e-18,-2.65691e-17
0.833333,9.77667,3.80952,-0.000101122,-0.00100145,3.42759e-05,0.00017192,-4.60746e-05,-0.000117528
1.66667,9.55333,3.80952,-0.000205652,-0.00107445,3.8342e-05,0.000190307,-5.10023e-05,-9.18165e-05
2.5,9.33,3.80952,-0.00029333,-0.00109438,3.95838e-05,0.000198326,-5.31516e-05,-1.08487e-07
3.33333,9.10667,3.80952,-0.000359337,-0.00103345,3.83398e-05,0.000190353,-5.10147e-05,9.16168e-05
4.16667,8.88333,3.80952,-0.000413391,-0.000918109,3.4271e-05,0.000172004,-4.6097e-05,0.000117383
5,8.66,3.80952,-0.000481291,-0.000833522,2.66308e-05,0.000148746,-8.58911e-05,-4.05366e-08
5.61,8.05,3.80952,-0.000588534,-0.000817056,3.42697e-05,0.000125936,-0.000125936,-0.000117462
6.22,7.44,3.80952,-0.000715494,-0.000827959,3.83375e-05,0.000139385,-0.000139385,-9.17109e-05
6.83,6.83,3.80952,-0.000801321,-0.000801321,3.95806e-05,0.000145239,-0.000145239,-3.23052e-17
7.44,6.22,3.80952,-0.000827959,-0.000715494,3.83375e-05,0.000139385,-0.000139385,9.17109e-05
8.05,5.61,3.80952,-0.000817056,-0.000588534,3.42697e-05,0.000125936,-0.000125936,0.000117462
8.66,5,3.80952,-0.000833522,-0.000481291,2.66308e-05,8.58911e-05,-0.000148746,4.05366e-08
8.88333,4.16667,3.80952,-0.000918109,-0.000413391,3.4271e-05,4.6097e-05,-0.000172004,-0.000117383
9.10667,3.33333,3.80952,-0.00103345,-0.000359337,3.83398e-05,5.10146e-05,-0.000190353,-9.16168e-05
9.33,2.5,3.80952,-0.00109438,-0.00029333,3.95838e-05,5.31513e-05,-0.000198326,1.08487e-07
9.55333,1.66667,3.80952,-0.00107445,-0.000205652,3.8342e-05,5.10023e-05,-0.000190307,9.18165e-05
9.77667,0.833333,3.80952,-0.00100145,-0.000101122,3.42759e-05,4.60743e-05,-0.00017192,0.000117528
10,0,4.7619,-0.00107973,-7.59976e-17,5.00768e-05,1.54643e-17,-7.80671e-05,1.28693e-16
9.77667,-0.833333,4.7619,-0.00112486,0.000112613,5.39972e-05,-2.10573e-05,-7.8572e-05,-0.000133552
9.55333,-1.66667,4.7619,-0.00120836,0.000230628,5.64342e-05,-2.35874e-05,-8.80126e-05,-0.000104898
9.33,-2.5,4.7619,-0.00123138,0.000330055,5.72308e-05,-2.47244e-05,-9.22551e-05,-1.31898e-07
9.10667,-3.33333,4.7619,-0.00116194,0.000404704,5.64319e-05,-2.35963e-05,-8.8046e-05,0.000104656
8.88333,-4.16667,4.7619,-0.00103079,0.000465191,5.39923e-05,-2.10741e-05,-7.86328e-05,0.000133376
8.66,-5,4.7619,-0.00093549,0.000540173,5.00686e-05,-3.90819e-05,-6.76765e-05,-5.33891e-08
8.05,-5.61,4.7619,-0.00091826,0.000660245,5.39913e-05,-5.75805e-05,-5.75806e-05,-0.00013348
7.44,-6.22,4.7619,-0.000931512,0.000804127,5.64298e-05,-6.44851e-05,-6.44852e-05,-0.000104775
6.83,-6.83,4.7619,-0.000901659,0.000901659,5.72277e-05,-6.75796e-05,-6.75797e-05,-1.52522e-16
6.22,-7.44,4.7619,-0.000804127,0.000931512,5.64298e-05,-6.44852e-05,-6.44852e-05,0.000104775
5.61,-8.05,4.7619,-0.000660245,0.00091826,5.39913e-05,-5.75805e-05,-5.75806e-05,0.00013348
5,-8.66,4.7619,-0.000540173,0.00093549,5.00686e-05,-6.76765e-05,-3.90819e-05,5.33891e-08
4.16667,-8.88333,4.7619,-0.000465191,0.00103079,5.39923e-05,-7.8633e-05,-2.10733e-05,-0.000133376
3.33333,-9.10667,4.7619,-0.000404704,0.00116194,5.64319e-05,-8.8046e-05,-2.35963e-05,-0.000104656
2.5,-9.33,4.7619,-0.000330055,0.00123138,5.72308e-05,-9.22551e-05,-2.47243e-05,1.31898e-07
1.66667,-9.55333,4.7619,-0.000230628,0.00120836,5.64342e-05,-8.80126e-05,-2.35874e-05,0.000104898
0.833333,-9.77667,4.7619,-0.000112613,0.00112486,5.39972e-05,-7.8572e-05,-2.10572e-05,0.000133552
0,-10,4.7619,-3.06199e-18,0.00107973,5.00768e-05,-7.80671e-05,-1.77369e-18,1.08653e-16
-0.833333,-9.77667,4.7619,0.000112613,0.00112486,5.39972e-05,-7.85719e-05,2.10574e-05,-0.000133552
-1.66667,-9.55333,4.7619,0.000230628,0.00120836,5.64342e-05,-8.80126e-05,2.35873e-05,-0.000104898
-2.5,-9.33,4.7619,0.000330055,0.00123138,5.72308e-05,-9.22551e-05,2.47243e-05,-1.31898e-07
-3.33333,-9.10667,4.7619,0.000404704,0.00116194,5.64319e-05,-8.8046e-05,2.35964e-05,0.000104656
-4.16667,-8.88333,4.7619,0.000465191,0.00103079,5.39923e-05,-7.86329e-05,2.10736e-05,0.000133376
-5,-8.66,4.7619,0.000540173,0.00093549,5.00686e-05,-6.76765e-05,3.90819e-05,-5.33891e-08
-5.61,-8.05,4.7619,0.000660245,0.00091826,5.39913e-05,-5.75805e-05,5.75806e-05,-0.00013348
-6.22,-7.44,4.7619,0.000804127,0.000931512,5.64298e-05,-6.44852e-05,6.44851e-05,-0.000104775
-6.83,-6.83,4.7619,0.000901659,0.000901659,5.72277e-05,-6.75797e-05,6.75796e-05,-1.95555e-17
-7.44,-6.22,4.7619,0.000931512,0.000804127,5.64298e-05,-6.44852e-05,6.44852e-05,0.000104775
-8.05,-5.61,4.7619,0.00091826,0.000660245,5.39913e-05,-5.75805e-05,5.75806e-05,0.00013348
-8.66,-5,4.7619,0.00093549,0.000540173,5.00686e-05,-3.90819e-05,6.76765e-05,5.33891e-08
-8.88333,-4.16667,4.7619,0.00103079,0.000465191,5.39923e-05,-2.10738e-05,7.86329e-05,-0.000133376
-9.10667,-3.33333,4.7619,0.00116194,0.000404704,5.64319e-05,-2.35963e-05,8.8046e-05,-0.000104656
-9.33,-2.5,4.7619,0.00123138,0.000330055,5.72308e-05,-2.47243e-05,9.22551e-05,1.31898e-07
-9.55333,-1.66667,4.7619,0.00120836,0.000230628,5.64342e-05,-2.35874e-05,8.80126e-05,0.000104898
-9.77667,-0.833333,4.7619,0.00112486,0.000112613,5.39972e-05,-2.10573e-05,7.8572e-05,0.000133552
-10,0,4.7619,0.00107973,-7.59789e-17,5.00768e-05,1.75924e-17,7.80671e-05,-3.06471e-17
-9.77667,0.833333,4.7619,0.00112486,-0.000112613,5.39972e-05,2.10598e-05,7.85713e-05,-0.000133552
-9.55333,1.66667,4.7619,0.00120836,-0.000230628,5.64342e-05,2.35874e-05,8.80126e-05,-0.000104898
-9.33,2.5,4.7619,0.00123138,-0.000330055,5.72308e-05,2.47244e-05,9.22551e-05,-1.31898e-07
-9.10667,3.33333,4.7619,0.00116194,-0.000404704,5.64319e-05,2.35963e-05,8.8046e-05,0.000104656
-8.88333,4.16667,4.7619,0.00103079,-0.000465191,5.39923e-05,2.10738e-05,7.86329e-05,0.000133376
-8.66,5,4.7619,0.00093549,-0.000540173,5.00686e-05,3.90819e-05,6.76765e-05,-5.33891e-08
-8.05,5.61,4.7619,0.00091826,-0.000660245,5.39913e-05,5.75805e-05,5.75806e-05,-0.00013348
-7.44,6.22,4.7619,0.000931512,-0.000804127,5.64298e-05,6.44851e-05,6.44852e-05,-0.000104775
-6.83,6.83,4.7619,0.000901659,-0.000901659,5.72277e-05,6.75797e-05,6.75796e-05,6.35967e-19
-6.22,7.44,4.7619,0.000804127,-0.000931512,5.64298e-05,6.44852e-05,6.44852e-05,0.000104775
-5.61,8.05,4.7619,0.000660245,-0.00091826,5.39913e-05,5.75805e-05,5.75806e-05,0.00013348
-5,8.66,4.7619,0.000540173,-0.00093549,5.00686e-05,6.76765e-05,3.90819e-05,5.33891e-08
-4.16667,8.88333,4.7619,0.000465191,-0.00103079,5.39923e-05,7.86329e-05,2.10736e-05,-0.000133376
-3.33333,9.10667,4.7619,0.000404704,-0.00116194,5.64319e-05,8.8046e-05,2.35963e-05,-0.000104656
-2.5,9.33,4.7619,0.000330055,-0.00123138,5.72308e-05,9.22551e-05,2.47243e-05,1.31898e-07
-1.66667,9.55333,4.7619,0.000230628,-0.00120836,5.64342e-05,8.80126e-05,2.35874e-05,0.000104898
-0.833333,9.77667,4.7619,0.000112613,-0.00112486,5.39972e-05,7.8572e-05,2.1057e-05,0.000133552
0,10,4.7619,1.18601e-17,-0.00107973,5.00768e-05,7.80671e-05,3.79458e-18,-2.52936e-17
0.833333,9.77667,4.7619,-0.000112613,-0.00112486,5.39972e-05,7.85719e-05,-2.10574e-05,-0.000133552
1.66667,9.55333,4.7619,-0.000230628,-0.00120836,5.64342e-05,8.80126e-05,-2.35873e-05,-0.000104898
2.5,9.33,4.7619,-0.000330055,-0.00123138,5.72308e-05,9.2255e-05,-2.47246e-05,-1.31898e-07
3.33333,9.10667,4.7619,-0.000404704,-0.00116194,5.64319e-05,8.8046e-05,-2.35964e-05,0.000104656
4.16667,8.88333,4.7619,-0.000465191,-0.00103079,5.39923e-05,7.86329e-05,-2.10736e-05,0.000133376
5,8.66,4.7619,-0.000540173,-0.00093549,5.00686e-05,6.76765e-05,-3.90819e-05,-5.33891e-08
5.61,8.05,4.7619,-0.000660245,-0.00091826,5.39913e-05,5.75806e-05,-5.75805e-05,-0.00013348
6.22,7.44,4.7619,-0.000804127,-0.000931512,5.64298e-05,6.44852e-05,-6.44851e-05,-0.000104775
6.83,6.83,4.7619,-0.000901659,-0.000901659,5.72277e-05,6.75797e-05,-6.75796e-05,-3.57133e-17
7.44,6.22,4.7619,-0.000931512,-0.000804127,5.64298e-05,6.44852e-05,-6.44852e-05,0.000104775
8.05,5.61,4.7619,-0.00091826,-0.000660245,5.39913e-05,5.75806e-05,-5.75805e-05,0.00013348
8.66,5,4.7619,-0.00093549,-0.000540173,5.00686e-05,3.90819e-05,-6.76765e-05,5.33891e-08
8.88333,4.16667,4.7619,-0.00103079,-0.000465191,5.39923e-05,2.10738e-05,-7.86329e-05,-0.000133376
9.10667,3.33333,4.7619,-0.00116194,-0.000404704,5.64319e-05,2.35963e-05,-8.8046e-05,-0.000104656
9.33,2.5,4.7619,-0.00123138,-0.000330055,5.72308e-05,2.47243e-05,-9.22551e-05,1.31898e-07
9.55333,1.66667,4.7619,-0.00120836,-0.000230628,5.64342e-05,2.35874e-05,-8.80126e-05,0.000104898
9.77667,0.833333,4.7619,-0.00112486,-0.000112613,5.39972e-05,2.10573e-05,-7.8572e-05,0.000133552
10,0,5.71429,-0.00111753,-8.9399e-17,7.4503e-05,1.21168e-17,-5.19854e-06,1.58165e-16
9.77667,-0.833333,5.71429,-0.00116507,0.000115583,7.52843e-05,-1.53716e-06,-5.73476e-06,-0.000139667
9.55333,-1.66667,5.71429,-0.00125293,0.00023838,7.61258e-05,-2.06896e-06,-7.72015e-06,-0.000110305
9.33,-2.5,5.71429,-0.00127734,0.000342382,7.64466e-05,-2.34341e-06,-8.74422e-06,-1.47837e-07
9.10667,-3.33333,5.71429,-0.00120444,0.000420304,7.61237e-05,-2.0745e-06,-7.74112e-06,0.000110033
8.88333,-4.16667,5.71429,-0.00106714,0.000482761,7.52798e-05,-1.54678e-06,-5.77325e-06,0.00013947
8.66,-5,5.71429,-0.00096828,0.000559111,7.44956e-05,-2.63045e-06,-4.54682e-06,-6.39957e-08
8.05,-5.61,5.71429,-0.00095166,0.000682966,7.5279e-05,-4.23958e-06,-4.23957e-06,-0.000139594
7.44,-6.22,5.71429,-0.000966289,0.000833164,7.6122e-05,-5.69101e-06,-5.69076e-06,-0.000110171
6.83,-6.83,5.71429,-0.000935343,0.000935343,7.64439e-05,-6.43428e-06,-6.43423e-06,-1.8262e-16
6.22,-7.44,5.71429,-0.000833164,0.000966289,7.6122e-05,-5.69089e-06,-5.69089e-06,0.000110171
5.61,-8.05,5.71429,-0.000682966,0.00095166,7.5279e-05,-4.23963e-06,-4.23951e-06,0.000139594
5,-8.66,5.71429,-0.000559111,0.00096828,7.44956e-05,-4.54682e-06,-2.63045e-06,6.39957e-08
4.16667,-8.88333,5.71429,-0.000482761,0.00106714,7.52798e-05,-5.77305e-06,-1.54752e-06,-0.00013947
3.33333,-9.10667,5.71429,-0.000420304,0.00120444,7.61237e-05,-7.7411e-06,-2.07458e-06,-0.000110033
2.5,-9.33,5.71429,-0.000342382,0.00127734,7.64466e-05,-8.74424e-06,-2.34336e-06,1.47837e-07
1.66667,-9.55333,5.71429,-0.00023838,0.00125293,7.61258e-05,-7.72018e-06,-2.06885e-06,0.000110305
0.833333,-9.77667,5.71429,-0.000115583,0.00116507,7.52843e-05,-5.73478e-06,-1.53709e-06,0.000139667
0,-10,5.71429,-4.20905e-18,0.00111753,7.4503e-05,-5.19854e-06,-1.51788e-18,1.3588e-16
-0.833333,-9.77667,5.71429,0.000115583,0.00116507,7.52843e-05,-5.73482e-06,1.53694e-06,-0.000139667
-1.66667,-9.55333,5.71429,0.00023838,0.00125293,7.61258e-05,-7.72015e-06,2.06896e-06,-0.000110305
-2.5,-9.33,5.71429,0.000342382,0.00127734,7.64466e-05,-8.7442e-06,2.34351e-06,-1.47837e-07
-3.33333,-9.10667,5.71429,0.000420304,0.00120444,7.61237e-05,-7.74113e-06,2.07447e-06,0.000110033
-4.16667,-8.88333,5.71429,0.000482761,0.00106714,7.52798e-05,-5.77316e-06,1.5471e-06,0.00013947
-5,-8.66,5.71429,0.000559111,0.00096828,7.44956e-05,-4.54682e-06,2.63045e-06,-6.39957e-08
-5.61,-8.05,5.71429,0.000682966,0.00095166,7.5279e-05,-4.23959e-06,4.23956e-06,-0.000139594
-6.22,-7.44,5.71429,0.000833164,0.000966289,7.6122e-05,-5.69076e-06,5.69101e-06,-0.000110171
-6.83,-6.83,5.71429,0.000935343,0.000935343,7.64439e-05,-6.43428e-06,6.43423e-06,-3.04525e-17
-7.44,-6.22,5.71429,0.000966289,0.000833164,7.6122e-05,-5.69089e-06,5.69089e-06,0.000110171
-8.05,-5.61,5.71429,0.00095166,0.000682966,7.5279e-05,-4.23957e-06,4.23958e-06,0.000139594
-8.66,-5,5.71429,0.00096828,0.000559111,7.44956e-05,-2.63045e-06,4.54682e-06,6.39957e-08
